table,var,created,deleted,missings
T_MCOXXSTC,PEC_SOI_URG,2015,2017,
T_MCOXXSTC,PEC_SOI_URG_CTL,2015,2017,
T_MCOXXSTC,CAI_NUM,2017,2017,
T_MCOXXSTC,CAI_NUM_CTL,2017,2017,
T_MCOXXSTC,DAT_DEB_FAC,2017,2017,
T_MCOXXSTC,DAT_DEB_FAC_CTL,2017,2017,
T_MCOXXSTC,DAT_FIN_FAC,2017,2017,
T_MCOXXSTC,DAT_FIN_FAC_CTL,2017,2017,
T_MCOXXSTC,DAT_PEC,2017,2017,
T_MCOXXSTC,DAT_PEC_CTL,2017,2017,
T_MCOXXSTC,ID_MAM_ENF,2017,2017,
T_MCOXXSTC,NAT_PJ_DT,2017,2017,
T_MCOXXSTC,NAT_PJ_DT_CTL,2017,2017,
T_MCOXXSTC,REG_PEC_ASS,2017,2017,
T_MCOXXSTC,REG_PEC_ASS_CTL,2017,2017,
T_MCOXXSTC,TOP_ECL_FLX,2017,2017,
T_MCOXXSTC,TOP_ECL_FLX_CTL,2017,2017,
T_MCOXXZ,ETA_NUM,2011,2017,
T_MCOXXZ,RSS_NUM,2011,2017,
T_MCOXXZ,RSA_NUM,2011,2017,
T_MCOXXZ,GHS_SUP_COD,2011,2017,
T_MCOXXZ,NBR_SUP,2011,2017,
T_MCOXXZ,ETE_GHS_NUM,2011,2017,
T_MCOXXGV11D,ETA_NUM,2011,2012,
T_MCOXXGV11D,RSA_NUM,2011,2012,
T_MCOXXGV11D,GHM_NUM,2011,2012,
T_MCOXXGV11D,GHS_NUM,2011,2012,
T_MCOXXGV11D,ETE_GHS_NUM,2011,2012,
T_MCOXXGV11E,GHS_THEO,2013,2013,
T_MCOXXGV11E,ETA_NUM,2012,2013,
T_MCOXXGV11E,RSA_NUM,2012,2013,
T_MCOXXGV11E,GHM_NUM,2012,2013,
T_MCOXXGV11E,GHS_NUM,2012,2013,
T_MCOXXGV11E,ETE_GHS_NUM,2012,2013,
T_MCOXXVALO,FLAG_FIDES,2014,2017,
T_MCOXXVALO,COEFPRUD,2014,2017,
T_MCOXXVALO,ETA_NUM,2011,2017,
T_MCOXXVALO,RSA_NUM,2011,2017,
T_MCOXXVALO,VALO   ,2011,2017,
T_MCOXXVALO,GHS_NUM,2011,2017,
T_MCOXXVALO,PONDER  ,2011,2017,
T_MCOXXVALO,COEFTRANS  ,2011,2017,
T_MCOXXVALO,COEFGEO,2011,2017,
T_MCOXXVALO,TAUX2 ,2011,2017,
T_MCOXXVALO,MNT_MAJO  ,2011,2017,
T_MCOXXVALO,MNT_18 ,2011,2017,
T_MCOXXVALO,MNT_FJ2 ,2011,2017,
T_MCOXXVALO,MNT_GHS_AM ,2011,2017,
T_MCOXXVALO,SEJXINF ,2011,2017,
T_MCOXXVALO,NBEXB  ,2011,2017,
T_MCOXXVALO,MNT_EXINF_AM  ,2011,2017,
T_MCOXXVALO,GHS50   ,2011,2017,
T_MCOXXVALO,MNT_GHS50_AM  ,2011,2017,
T_MCOXXVALO,NBEXH   ,2011,2017,
T_MCOXXVALO,MNT_EXH_AM   ,2011,2017,
T_MCOXXVALO,MNT_SUPPHD_AM  ,2011,2017,
T_MCOXXVALO,MNT_SUPPENT1_AM ,2011,2017,
T_MCOXXVALO,MNT_SUPPENT2_AM ,2011,2017,
T_MCOXXVALO,MNT_SUPPENT3_AM ,2011,2017,
T_MCOXXVALO,MNT_DIP_AM ,2011,2017,
T_MCOXXVALO,SUPPHD  ,2011,2017,
T_MCOXXVALO,SUPPENT1 ,2011,2017,
T_MCOXXVALO,SUPPENT2 ,2011,2017,
T_MCOXXVALO,SUPPENT3 ,2011,2017,
T_MCOXXVALO,NB_DIP ,2011,2017,
T_MCOXXVALO,TYPORG  ,2011,2017,
T_MCOXXVALO,TYPORG5 ,2011,2017,
T_MCOXXVALO,TYPORG6  ,2011,2017,
T_MCOXXVALO,TYPORG7  ,2011,2017,
T_MCOXXVALO,TYPORG8  ,2011,2017,
T_MCOXXVALO,TYPORG9  ,2011,2017,
T_MCOXXVALO,TYPORGA  ,2012,2017,
T_MCOXXVALO,MNT_PO1_AM  ,2011,2017,
T_MCOXXVALO,MNT_PO2_AM  ,2011,2017,
T_MCOXXVALO,MNT_PO3_AM  ,2011,2017,
T_MCOXXVALO,MNT_PO4_AM  ,2011,2017,
T_MCOXXVALO,MNT_PO5_AM  ,2011,2017,
T_MCOXXVALO,MNT_PO6_AM  ,2011,2017,
T_MCOXXVALO,MNT_PO7_AM  ,2011,2017,
T_MCOXXVALO,MNT_PO8_AM ,2011,2017,
T_MCOXXVALO,MNT_PO9_AM  ,2011,2017,
T_MCOXXVALO,MNT_POA_AM  ,2012,2017,
T_MCOXXVALO,NB_9610,2011,2017,
T_MCOXXVALO,MNT_9610_AM,2011,2017,
T_MCOXXVALO,NB_9611,2011,2011,
T_MCOXXVALO,MNT_9611_AM,2011,2011,
T_MCOXXVALO,NB_9612,2011,2011,
T_MCOXXVALO,MNT_9612_AM,2011,2011,
T_MCOXXVALO,NB_9619,2011,2017,
T_MCOXXVALO,MNT_9619_AM,2011,2017,
T_MCOXXVALO,NB_9620,2011,2017,
T_MCOXXVALO,MNT_9620_AM,2011,2017,
T_MCOXXVALO,NB_9621  ,2011,2017,
T_MCOXXVALO,MNT_9621_AM  ,2011,2017,
T_MCOXXVALO,NB_9622  ,2011,2017,
T_MCOXXVALO,MNT_9622_AM  ,2011,2017,
T_MCOXXVALO,NB_9623  ,2012,2017,
T_MCOXXVALO,MNT_9623_AM  ,2012,2017,
T_MCOXXVALO,NB_9624  ,2011,2012,
T_MCOXXVALO,MNT_9624_AM  ,2011,2012,
T_MCOXXVALO,NB_9625  ,2011,2017,
T_MCOXXVALO,MNT_9625_AM  ,2011,2017,
T_MCOXXVALO,NB_9631  ,2011,2017,
T_MCOXXVALO,MNT_9631_AM  ,2011,2017,
T_MCOXXVALO,NB_9632  ,2011,2017,
T_MCOXXVALO,MNT_9632_AM  ,2011,2017,
T_MCOXXVALO,NB_9633  ,2011,2017,
T_MCOXXVALO,MNT_9633_AM  ,2011,2017,
T_MCOXXVALO,NB_9615  ,2011,2017,
T_MCOXXVALO,MNT_9615_AM  ,2011,2017,
T_MCOXXVALO,NBJREA  ,2011,2017,
T_MCOXXVALO,MNT_REA_AM  ,2011,2017,
T_MCOXXVALO,NBREP  ,2011,2017,
T_MCOXXVALO,MNT_REP_AM  ,2011,2017,
T_MCOXXVALO,NB_STF2  ,2011,2017,
T_MCOXXVALO,MNT_SI_AM  ,2011,2017,
T_MCOXXVALO,NB_SRC2  ,2011,2017,
T_MCOXXVALO,MNT_SC_AM  ,2011,2017,
T_MCOXXVALO,NB_NN1  ,2011,2017,
T_MCOXXVALO,MNT_NN1_AM  ,2011,2017,
T_MCOXXVALO,NB_NN2  ,2011,2017,
T_MCOXXVALO,MNT_NN2_AM  ,2011,2017,
T_MCOXXVALO,NB_NN3  ,2011,2017,
T_MCOXXVALO,MNT_NN3_AM  ,2011,2017,
T_MCOXXVALO,NBCAISSON  ,2011,2017,
T_MCOXXVALO,MNT_CAISSON_AM ,2011,2017,
T_MCOXXVALO,NB_RAP,2012,2017,
T_MCOXXVALO,MNT_RAP_AM,2012,2017,
T_MCOXXVALO,NB_ANT,2012,2017,
T_MCOXXVALO,MNT_ANT_AM,2012,2017,
T_MCOXXVALO,MNT_FJS_AME,2012,2012,
T_MCOXXVALO,MNT_TJP20_AME,2012,2012,
T_MCOXXVALO,MNT_MON  ,2011,2017,
T_MCOXXVALO,MNT_DMI  ,2011,2017,
T_MCOXXVALO,MNT_IVG_AM  ,2011,2017,
T_MCOXXVALO,MNT_IVGFJS_AM ,2011,2013,
T_MCOXXVALO,MNT_TOT_AM  ,2011,2017,
T_MCOXXVALO,ETE_GHS_NUM,2011,2017,
T_MCOXXVALO,MNT_GHSMIN_AM,2015,2017,
T_MCOXXVALO,GHSMIN,2015,2017,
T_MCOXXVALO,MNT_RAC,2016,2017,
T_MCOXXVALO,MNT_MED_ATU,2017,2017,
T_MCOXXFA,AGE_ANN,2014,2017,
T_MCOXXFA,RSA_NUM,2006,2017,
T_MCOXXFA,TYP_ART,2006,2017,
T_MCOXXFA,RSF_TYP,2006,2017,
T_MCOXXFA,NUM_FAC,2006,2017,
T_MCOXXFA,SOR_ANN,2008,2017,
T_MCOXXFA,SOR_MOI,2008,2017,
T_MCOXXFA,ETA_NUM,2006,2017,
T_MCOXXFA,COD_SEX,2006,2017,
T_MCOXXFA,COD_CIV,2006,2017,
T_MCOXXFA,OPE_NAT,2006,2017,
T_MCOXXFA,NAT_ASS,2006,2017,
T_MCOXXFA,CON_TYP,2008,2017,
T_MCOXXFA,EXO_TM,2006,2017,
T_MCOXXFA,COD_PEC,2006,2017,
T_MCOXXFA,NOE_RGM,2006,2017,
T_MCOXXFA,PH_BRM,2006,2017,
T_MCOXXFA,PH_AMO_MNR,2006,2017,
T_MCOXXFA,HON_MNT,2006,2017,
T_MCOXXFA,HON_AM_MNR,2006,2017,
T_MCOXXFA,PAS_OC_MNT,2006,2017,
T_MCOXXFA,PH_OC_MNR,2006,2017,
T_MCOXXFA,HON_OC_MNR,2006,2017,
T_MCOXXFA,PH_MNT,2006,2017,
T_MCOXXFA,FAC_ETL,2008,2017,
T_MCOXXFA,PAT_CMU,2012,2017,
T_MCOXXFA,NIR_ANO_MAM,2012,2017,
T_MCOXXFA,NUM_DAT_AT,2015,2017,
T_MCOXXFA,ORG_CPL_NUM,2015,2017,
T_MCOXXFA,RNG_BEN,2016,2017,
T_MCOXXFA,RNG_NAI,2016,2017,
T_MCOXXFA,GES_COD,2017,2017,
T_MCOXXFB,DEL_DAT_ENT,2013,2017,
T_MCOXXFB,RSA_NUM,2006,2017,
T_MCOXXFB,TYP_ART,2006,2017,
T_MCOXXFB,RSF_TYP,2006,2017,
T_MCOXXFB,NUM_FAC,2006,2017,
T_MCOXXFB,SOR_ANN,2008,2017,
T_MCOXXFB,SOR_MOI,2008,2017,
T_MCOXXFB,ETA_NUM,2006,2017,
T_MCOXXFB,PSH_MDT,2006,2017,
T_MCOXXFB,PSH_DMT,2006,2017,
T_MCOXXFB,ACT_COD,2006,2017,
T_MCOXXFB,ACT_NBR,2006,2017,
T_MCOXXFB,EXO_TM,2006,2017,
T_MCOXXFB,ACT_COE,2006,2017,
T_MCOXXFB,FJ_COD_PEC,2006,2017,
T_MCOXXFB,MCO_COE,2006,2017,
T_MCOXXFB,PRI_UNI,2006,2017,
T_MCOXXFB,REM_BAS,2006,2017,
T_MCOXXFB,REM_TAU,2006,2017,
T_MCOXXFB,AMO_MNR,2006,2017,
T_MCOXXFB,FAC_MNT,2006,2017,
T_MCOXXFB,AMC_MNR,2006,2017,
T_MCOXXFB,GHS_NUM,2006,2017,
T_MCOXXFB,ETE_GHS_NUM,2006,2017,
T_MCOXXFB,NOE_MNR,2006,2017,
T_MCOXXFB,NOE_OPE,2006,2017,
T_MCOXXFB,TYP_FPI,2017,2017,
T_MCOXXFC,DEL_DAT_ENT,2013,2017,
T_MCOXXFC,RSA_NUM,2006,2017,
T_MCOXXFC,TYP_ART,2006,2017,
T_MCOXXFC,RSF_TYP,2006,2017,
T_MCOXXFC,NUM_FAC,2006,2017,
T_MCOXXFC,SOR_ANN,2008,2017,
T_MCOXXFC,SOR_MOI,2008,2017,
T_MCOXXFC,ETA_NUM,2006,2017,
T_MCOXXFC,PSH_MDT,2006,2017,
T_MCOXXFC,PSH_DMT,2006,2017,
T_MCOXXFC,EXO_TM,2006,2017,
T_MCOXXFC,ACT_COD,2006,2017,
T_MCOXXFC,ACT_NBR,2006,2017,
T_MCOXXFC,ACT_COE,2006,2017,
T_MCOXXFC,ACT_DNB,2006,2017,
T_MCOXXFC,PRI_UNI,2006,2017,
T_MCOXXFC,REM_BAS,2006,2017,
T_MCOXXFC,REM_TAU,2006,2017,
T_MCOXXFC,AMO_MNR,2006,2017,
T_MCOXXFC,HON_MNT,2006,2017,
T_MCOXXFC,AMC_MNR,2006,2017,
T_MCOXXFC,NOE_MNR,2006,2017,
T_MCOXXFC,NOE_OPE,2006,2017,
T_MCOXXFC,EXE_SPE,2017,2017,
T_MCOXXFH,DEL_DAT_ENT,2013,2017,
T_MCOXXFH,RSA_NUM,2006,2017,
T_MCOXXFH,TYP_ART,2006,2017,
T_MCOXXFH,RSF_TYP,2006,2017,
T_MCOXXFH,NUM_FAC,2006,2017,
T_MCOXXFH,ETA_NUM,2006,2017,
T_MCOXXFH,COD_UCD,2008,2017,
T_MCOXXFH,UCD_UCD_COD,2006,2017,
T_MCOXXFH,COE_TAU,2008,2017,
T_MCOXXFH,ACH_PRI,2006,2017,
T_MCOXXFH,MNT_UNI_ECA,2008,2017,
T_MCOXXFH,TOT_MNT_ECA,2008,2017,
T_MCOXXFH,QUA_COD,2006,2017,
T_MCOXXFH,FAC_TOT,2006,2017,
T_MCOXXFH,COD_TAU,2006,2007,
T_MCOXXFH,COD_UCP_CIP,2006,2007,
T_MCOXXFH,ENT_ANN,2008,2017,
T_MCOXXFH,ENT_MOI,2008,2017,
T_MCOXXFH,MNT_IND,2006,2007,
T_MCOXXFH,PRI_UNI_FAC,2006,2007,
T_MCOXXFI,DEL_DAT_ENT,2013,2017,
T_MCOXXFI,RSA_NUM,2006,2017,
T_MCOXXFI,TYP_ART,2006,2017,
T_MCOXXFI,RSF_TYP,2006,2017,
T_MCOXXFI,NUM_FAC,2006,2017,
T_MCOXXFI,SOR_ANN,2008,2017,
T_MCOXXFI,SOR_MOI,2008,2017,
T_MCOXXFI,ETA_NUM,2006,2017,
T_MCOXXFI,SEJ_FIN,2006,2017,
T_MCOXXFI,ETB_NUM,2006,2017,
T_MCOXXFL,RSA_NUM,2012,2017,
T_MCOXXFL,TYP_ART,2012,2017,
T_MCOXXFL,RSF_TYP,2012,2017,
T_MCOXXFL,NUM_FAC,2012,2017,
T_MCOXXFL,ETA_NUM,2012,2017,
T_MCOXXFL,PSH_MDT,2012,2017,
T_MCOXXFL,PSH_DMT,2012,2017,
T_MCOXXFL,ANN_MOI,2012,2017,
T_MCOXXFL,DEL_DAT_ENT,2012,2017,
T_MCOXXFL,ACT_NBR,2012,2017,
T_MCOXXFL,NABM_COD,2012,2017,
T_MCOXXFM,DEL_DAT_ENT,2013,2017,
T_MCOXXFM,RSA_NUM,2006,2017,
T_MCOXXFM,TYP_ART,2006,2017,
T_MCOXXFM,RSF_TYP,2006,2017,
T_MCOXXFM,NUM_FAC,2006,2017,
T_MCOXXFM,SOR_ANN,2008,2017,
T_MCOXXFM,SOR_MOI,2008,2017,
T_MCOXXFM,ETA_NUM,2006,2017,
T_MCOXXFM,PSH_MDT,2006,2017,
T_MCOXXFM,PSH_DMT,2006,2017,
T_MCOXXFM,CCAM_COD,2006,2017,
T_MCOXXFM,DOC_ACT,2006,2017,
T_MCOXXFM,ACV_ACT,2006,2017,
T_MCOXXFM,PHA_ACT,2006,2017,
T_MCOXXFM,MOD_ACT1,2006,2017,
T_MCOXXFM,MOD_ACT2,2006,2017,
T_MCOXXFM,MOD_ACT3,2006,2017,
T_MCOXXFM,MOD_ACT4,2006,2017,
T_MCOXXFM,ANP_ACT,2006,2017,
T_MCOXXFM,REM_EXP_ACT,2006,2017,
T_MCOXXFM,DENT_NUM_1,2006,2017,
T_MCOXXFM,DENT_NUM_2,2006,2017,
T_MCOXXFM,DENT_NUM_3,2006,2017,
T_MCOXXFM,DENT_NUM_4,2006,2017,
T_MCOXXFM,DENT_NUM_5,2006,2017,
T_MCOXXFM,DENT_NUM_6,2006,2017,
T_MCOXXFM,DENT_NUM_7,2006,2017,
T_MCOXXFM,DENT_NUM_8,2006,2017,
T_MCOXXFM,DENT_NUM_9,2006,2017,
T_MCOXXFM,DENT_NUM_10,2006,2017,
T_MCOXXFM,DENT_NUM_11,2006,2017,
T_MCOXXFM,DENT_NUM_12,2006,2017,
T_MCOXXFM,DENT_NUM_13,2006,2017,
T_MCOXXFM,DENT_NUM_14,2006,2017,
T_MCOXXFM,DENT_NUM_15,2006,2017,
T_MCOXXFM,DENT_NUM_16,2006,2017,
T_MCOXXFM,EXT_PMSI,2015,2017,
T_MCOXXFP,DEL_DAT_ENT,2013,2017,
T_MCOXXFP,RSA_NUM,2006,2017,
T_MCOXXFP,TYP_ART,2006,2017,
T_MCOXXFP,RSF_TYP,2006,2017,
T_MCOXXFP,NUM_FAC,2006,2017,
T_MCOXXFP,ETA_NUM,2006,2017,
T_MCOXXFP,LPP_COD,2008,2017,
T_MCOXXFP,TIP_PRS_IDE,2006,2017,
T_MCOXXFP,LPP_QUA,2008,2017,
T_MCOXXFP,LPP_PU_DEV,2008,2017,
T_MCOXXFP,FAC_MNT,2008,2017,
T_MCOXXFP,LPP_PRI_UNI,2008,2017,
T_MCOXXFP,MNT_UNI_ECA,2008,2017,
T_MCOXXFP,TOT_MNT_ECA,2008,2017,
T_MCOXXFP,ENT_ANN,2008,2017,
T_MCOXXFP,ENT_MOI,2008,2017,
T_MCOXXFP,FAC_MNT1,2006,2007,
T_MCOXXFP,FAC_MNT2,2006,2007,
T_MCOXXFP,LPP_COD1,2006,2007,
T_MCOXXFP,LPP_COD2,2006,2007,
T_MCOXXFP,LPP_PRI_UNI1,2006,2007,
T_MCOXXFP,LPP_PRI_UNI2,2006,2007,
T_MCOXXFP,LPP_QUA1,2006,2007,
T_MCOXXFP,LPP_QUA2,2006,2007,
T_MCOXXCSTC,EXE_SOI_AMF,2009,2017,
T_MCOXXCSTC,EXE_SOI_AMD,2009,2017,
T_MCOXXCSTC,ETA_NUM,2008,2017,
T_MCOXXCSTC,NIR_RET,2008,2017,
T_MCOXXCSTC,NAI_RET,2008,2017,
T_MCOXXCSTC,SEX_RET,2008,2017,
T_MCOXXCSTC,IAS_RET,2008,2017,
T_MCOXXCSTC,ENT_DAT_RET,2009,2017,
T_MCOXXCSTC,NIR_ANO_17,2008,2017,
T_MCOXXCSTC,SEJ_NUM,2009,2017,
T_MCOXXCSTC,SEQ_NUM,2008,2017,
T_MCOXXCSTC,ENT_DAT,2009,2017,
T_MCOXXCSTC,SOR_DAT,2009,2017,
T_MCOXXCSTC,EXE_SOI_DTD,2009,2017,
T_MCOXXCSTC,EXE_SOI_DTF,2009,2017,
T_MCOXXCSTC,RNG_BEN,2016,2017,
T_MCOXXCSTC,RNG_NAI,2016,2017,
T_MCOXXCSTC,ENT_AM,2009,2010,
T_MCOXXCSTC,SOR_AM,2009,2010,
T_MCOXXFASTC,GES_COD,2014,2017,
T_MCOXXFASTC,AGE_ANN,2014,2017,
T_MCOXXFASTC,BDI_DEP,2009,2017,
T_MCOXXFASTC,SEQ_NUM,2008,2017,
T_MCOXXFASTC,TYP_ART,2007,2017,
T_MCOXXFASTC,RSF_TYP,2007,2017,
T_MCOXXFASTC,NUM_FAC,2007,2017,
T_MCOXXFASTC,SOR_ANN,2008,2017,
T_MCOXXFASTC,SOR_MOI,2008,2017,
T_MCOXXFASTC,ETA_NUM,2007,2017,
T_MCOXXFASTC,COD_SEX,2007,2017,
T_MCOXXFASTC,BDI_COD,2009,2017,
T_MCOXXFASTC,COD_CIV,2007,2017,
T_MCOXXFASTC,PS_IND,2008,2017,
T_MCOXXFASTC,OPE_NAT,2007,2017,
T_MCOXXFASTC,NAT_ASS,2007,2017,
T_MCOXXFASTC,EXO_TM,2007,2017,
T_MCOXXFASTC,SEJ_FAC_AM,2008,2017,
T_MCOXXFASTC,NON_SEJ_FAC_AM,2009,2017,
T_MCOXXFASTC,NOE_RGM,2007,2017,
T_MCOXXFASTC,PH_BRM,2007,2017,
T_MCOXXFASTC,PH_AMO_MNR,2007,2017,
T_MCOXXFASTC,HON_MNT,2007,2017,
T_MCOXXFASTC,HON_AM_MNR,2007,2017,
T_MCOXXFASTC,PAS_OC_MNT,2007,2017,
T_MCOXXFASTC,PH_OC_MNR,2007,2017,
T_MCOXXFASTC,HON_OC_MNR,2007,2017,
T_MCOXXFASTC,PH_MNT,2007,2017,
T_MCOXXFASTC,PAT_CMU,2012,2017,
T_MCOXXFASTC,FIDES_TOP,2012,2017,
T_MCOXXFASTC,NUM_DAT_AT,2015,2017,
T_MCOXXFASTC,ETA_NUM_GEO,2016,2017,
T_MCOXXFASTC,ORG_CPL_NUM,2015,2017,
T_MCOXXFASTC,RNG_BEN,2016,2017,
T_MCOXXFASTC,RNG_NAI,2016,2017,
T_MCOXXFASTC,CTR_TYP,2017,2017,
T_MCOXXFASTC,COD_PEC,2007,2007,
T_MCOXXFASTC,DAT_RET,2007,2007,
T_MCOXXFASTC,NIAS_RET,2007,2007,
T_MCOXXFASTC,NIR_ANO_17,2007,2007,
T_MCOXXFASTC,NIR_RET,2007,2007,
T_MCOXXFASTC,SEX_RET,2007,2007,
T_MCOXXFBSTC,COEF_MCO,2014,2017,
T_MCOXXFBSTC,DEL_DAT_ENT,2013,2017,
T_MCOXXFBSTC,SEQ_NUM,2008,2017,
T_MCOXXFBSTC,TYP_ART,2008,2017,
T_MCOXXFBSTC,RSF_TYP,2008,2017,
T_MCOXXFBSTC,NUM_FAC,2008,2017,
T_MCOXXFBSTC,SOR_ANN,2008,2017,
T_MCOXXFBSTC,SOR_MOI,2008,2017,
T_MCOXXFBSTC,ETA_NUM,2008,2017,
T_MCOXXFBSTC,PSH_MDT,2008,2017,
T_MCOXXFBSTC,PSH_DMT,2008,2017,
T_MCOXXFBSTC,EXO_TM,2008,2017,
T_MCOXXFBSTC,EXE_SPE,2008,2017,
T_MCOXXFBSTC,ACT_COD,2008,2017,
T_MCOXXFBSTC,ACT_NBR,2008,2017,
T_MCOXXFBSTC,ACT_COE,2008,2017,
T_MCOXXFBSTC,ACT_DNB,2008,2017,
T_MCOXXFBSTC,PRI_UNI,2008,2017,
T_MCOXXFBSTC,REM_BAS,2008,2017,
T_MCOXXFBSTC,REM_TAU,2008,2017,
T_MCOXXFBSTC,AMO_MNR,2008,2017,
T_MCOXXFBSTC,HON_MNT,2008,2017,
T_MCOXXFBSTC,AMC_MNR,2008,2017,
T_MCOXXFBSTC,ETA_NUM_GEO,2016,2017,
T_MCOXXFBSTC,TYP_FPI,2017,2017,
T_MCOXXFCSTC,CONSULT_MIG,2014,2017,
T_MCOXXFCSTC,COEF_MCO,2014,2017,
T_MCOXXFCSTC,DEL_DAT_ENT,2013,2017,
T_MCOXXFCSTC,SEQ_NUM,2008,2017,
T_MCOXXFCSTC,TYP_ART,2007,2017,
T_MCOXXFCSTC,RSF_TYP,2007,2017,
T_MCOXXFCSTC,NUM_FAC,2007,2017,
T_MCOXXFCSTC,SOR_ANN,2008,2017,
T_MCOXXFCSTC,SOR_MOI,2008,2017,
T_MCOXXFCSTC,ETA_NUM,2007,2017,
T_MCOXXFCSTC,PSH_MDT,2007,2017,
T_MCOXXFCSTC,PSH_DMT,2007,2017,
T_MCOXXFCSTC,EXO_TM,2007,2017,
T_MCOXXFCSTC,EXE_SPE,2008,2017,
T_MCOXXFCSTC,ACT_COD,2007,2017,
T_MCOXXFCSTC,ACT_NBR,2007,2017,
T_MCOXXFCSTC,ACT_COE,2007,2017,
T_MCOXXFCSTC,ACT_DNB,2007,2017,
T_MCOXXFCSTC,PRI_UNI,2007,2017,
T_MCOXXFCSTC,REM_BAS,2007,2017,
T_MCOXXFCSTC,REM_TAU,2007,2017,
T_MCOXXFCSTC,AMO_MNR,2007,2017,
T_MCOXXFCSTC,HON_MNT,2007,2017,
T_MCOXXFCSTC,AMC_MNR,2007,2017,
T_MCOXXFCSTC,ETA_NUM_GEO,2016,2017,
T_MCOXXFCSTC,DAT_RET,2007,2007,
T_MCOXXFCSTC,NIAS_RET,2007,2007,
T_MCOXXFCSTC,NIR_ANO_17,2007,2007,
T_MCOXXFCSTC,NIR_RET,2007,2007,
T_MCOXXFCSTC,NOE_MNR,2007,2007,
T_MCOXXFCSTC,NOE_OPE,2007,2007,
T_MCOXXFCSTC,SEX_RET,2007,2007,
T_MCOXXFHSTC,DEL_DAT_ENT,2013,2017,
T_MCOXXFHSTC,SEQ_NUM,2009,2017,
T_MCOXXFHSTC,TYP_ART,2009,2017,
T_MCOXXFHSTC,RSF_TYP,2009,2017,
T_MCOXXFHSTC,NUM_FAC,2009,2017,
T_MCOXXFHSTC,ETA_NUM,2009,2017,
T_MCOXXFHSTC,UCD_COD,2009,2017,
T_MCOXXFHSTC,UCD_UCD_COD,2009,2017,
T_MCOXXFHSTC,FRACT_COE,2009,2017,
T_MCOXXFHSTC,ACH_PRU_TTC,2009,2017,
T_MCOXXFHSTC,ECRT_IND_MTU,2009,2017,
T_MCOXXFHSTC,ECRT_IND_MNT,2009,2017,
T_MCOXXFHSTC,QUA,2009,2017,
T_MCOXXFHSTC,FAC_MNT,2009,2017,
T_MCOXXFHSTC,ETA_NUM_GEO,2016,2017,
T_MCOXXFHSTC,ENT_ANN,2009,2017,
T_MCOXXFHSTC,ENT_MOI,2009,2017,
T_MCOXXFLSTC,ACT_NBR,2012,2017,
T_MCOXXFLSTC,ANN_MOI,2012,2017,
T_MCOXXFLSTC,DEL_DAT_ENT,2012,2017,
T_MCOXXFLSTC,ETA_NUM,2012,2017,
T_MCOXXFLSTC,ETA_NUM_GEO,2016,2017,
T_MCOXXFLSTC,NABM_COD,2012,2017,
T_MCOXXFLSTC,NUM_FAC,2012,2017,
T_MCOXXFLSTC,PSH_DMT,2012,2017,
T_MCOXXFLSTC,PSH_MDT,2012,2017,
T_MCOXXFLSTC,RSF_TYP,2012,2017,
T_MCOXXFLSTC,SEQ_NUM,2012,2017,
T_MCOXXFLSTC,TYP_ART,2012,2017,
T_MCOXXFMSTC,DEL_DAT_ENT,2013,2017,
T_MCOXXFMSTC,SEQ_NUM,2008,2017,
T_MCOXXFMSTC,TYP_ART,2007,2017,
T_MCOXXFMSTC,RSF_TYP,2007,2017,
T_MCOXXFMSTC,NUM_FAC,2007,2017,
T_MCOXXFMSTC,SOR_ANN,2008,2017,
T_MCOXXFMSTC,SOR_MOI,2008,2017,
T_MCOXXFMSTC,ETA_NUM,2007,2017,
T_MCOXXFMSTC,PSH_MDT,2007,2017,
T_MCOXXFMSTC,PSH_DMT,2007,2017,
T_MCOXXFMSTC,CCAM_COD,2007,2017,
T_MCOXXFMSTC,DOC_ACT,2007,2017,
T_MCOXXFMSTC,ACV_ACT,2007,2017,
T_MCOXXFMSTC,PHA_ACT,2007,2017,
T_MCOXXFMSTC,MOD_ACT1,2007,2017,
T_MCOXXFMSTC,MOD_ACT2,2007,2017,
T_MCOXXFMSTC,MOD_ACT3,2007,2017,
T_MCOXXFMSTC,MOD_ACT4,2007,2017,
T_MCOXXFMSTC,ANP_ACT,2007,2017,
T_MCOXXFMSTC,REM_EXP_ACT,2007,2017,
T_MCOXXFMSTC,DENT_NUM_1,2007,2017,
T_MCOXXFMSTC,DENT_NUM_2,2007,2017,
T_MCOXXFMSTC,DENT_NUM_3,2007,2017,
T_MCOXXFMSTC,DENT_NUM_4,2007,2017,
T_MCOXXFMSTC,DENT_NUM_5,2007,2017,
T_MCOXXFMSTC,DENT_NUM_6,2007,2017,
T_MCOXXFMSTC,DENT_NUM_7,2007,2017,
T_MCOXXFMSTC,DENT_NUM_8,2007,2017,
T_MCOXXFMSTC,DENT_NUM_9,2007,2017,
T_MCOXXFMSTC,DENT_NUM_10,2007,2017,
T_MCOXXFMSTC,DENT_NUM_11,2007,2017,
T_MCOXXFMSTC,DENT_NUM_12,2007,2017,
T_MCOXXFMSTC,DENT_NUM_13,2007,2017,
T_MCOXXFMSTC,DENT_NUM_14,2007,2017,
T_MCOXXFMSTC,DENT_NUM_15,2007,2017,
T_MCOXXFMSTC,DENT_NUM_16,2007,2017,
T_MCOXXFMSTC,ETA_NUM_GEO,2016,2017,
