BTF_PRS_IDE;BTF_HIS_DTD;BTF_TAR_NAT;BTF_HIS_DTF;BTF_TAR_COF
1207;17APR2013:00:00:00;B;31MAR2017:00:00:00;33
1207;01APR2017:00:00:00;B;13APR2018:00:00:00;28
1208;28JAN2004:00:00:00;B;07FEB2009:00:00:00;55
1208;08FEB2009:00:00:00;B;18JAN2010:00:00:00;51
1208;19JAN2010:00:00:00;B;30JAN2012:00:00:00;45
1208;31JAN2012:00:00:00;B;16APR2013:00:00:00;36
1208;17APR2013:00:00:00;B;12APR2014:00:00:00;32
1208;13APR2014:00:00:00;B;19APR2016:00:00:00;31
1208;20APR2016:00:00:00;B;31MAR2017:00:00:00;30
1208;01APR2017:00:00:00;B;13APR2018:00:00:00;28
1209;28JAN2004:00:00:00;B;18JAN2010:00:00:00;100
1209;19JAN2010:00:00:00;B;10FEB2011:00:00:00;85
1209;11FEB2011:00:00:00;B;16APR2013:00:00:00;75
1209;17APR2013:00:00:00;B;12APR2014:00:00:00;60
1209;13APR2014:00:00:00;B;31MAR2017:00:00:00;58
1209;01APR2017:00:00:00;B;13APR2018:00:00:00;55
1210;28JAN2004:00:00:00;B;18JAN2010:00:00:00;100
1210;19JAN2010:00:00:00;B;10FEB2011:00:00:00;85
1210;11FEB2011:00:00:00;B;16APR2013:00:00:00;75
1210;17APR2013:00:00:00;B;12APR2014:00:00:00;60
1210;13APR2014:00:00:00;B;31MAR2017:00:00:00;58
1210;01APR2017:00:00:00;B;13APR2018:00:00:00;54
1211;28JAN2004:00:00:00;B;07FEB2009:00:00:00;100
1211;08FEB2009:00:00:00;B;18JAN2010:00:00:00;91
1211;19JAN2010:00:00:00;B;10FEB2011:00:00:00;80
1211;11FEB2011:00:00:00;B;30JAN2012:00:00:00;77
1211;31JAN2012:00:00:00;B;16APR2013:00:00:00;74
1211;17APR2013:00:00:00;B;12APR2014:00:00:00;60
1211;13APR2014:00:00:00;B;31MAR2017:00:00:00;58
1211;01APR2017:00:00:00;B;13APR2018:00:00:00;54
1212;28JAN2004:00:00:00;B;07FEB2009:00:00:00;145
1212;08FEB2009:00:00:00;B;18JAN2010:00:00:00;130
1212;19JAN2010:00:00:00;B;10FEB2011:00:00:00;115
1212;11FEB2011:00:00:00;B;30JAN2012:00:00:00;95
1212;31JAN2012:00:00:00;B;16APR2013:00:00:00;85
1212;17APR2013:00:00:00;B;12APR2014:00:00:00;75
1212;13APR2014:00:00:00;B;31MAR2017:00:00:00;73
1212;01APR2017:00:00:00;B;13APR2018:00:00:00;70
1213;04JUL2006:00:00:00;B;07FEB2009:00:00:00;55
1213;08FEB2009:00:00:00;B;18JAN2010:00:00:00;52
1213;19JAN2010:00:00:00;B;10FEB2011:00:00:00;45
1213;11FEB2011:00:00:00;B;16APR2013:00:00:00;40
1213;17APR2013:00:00:00;B;12APR2014:00:00:00;36
1213;13APR2014:00:00:00;B;19APR2016:00:00:00;33
1213;20APR2016:00:00:00;B;31MAR2017:00:00:00;30
1213;01APR2017:00:00:00;B;12JUL2017:00:00:00;28
1213;13JUL2017:00:00:00;B;13APR2018:00:00:00;29
5204;29JUN2018:00:00:00;B;20SEP2019:00:00:00;220
1259;29JUN2018:00:00:00;B;31DEC9999:00:00:00;30
5301;29JUN2018:00:00:00;B;20SEP2019:00:00:00;85
5213;29JUN2018:00:00:00;B;31DEC9999:00:00:00;100
5291;29JUN2018:00:00:00;B;08MAY2019:00:00:00;60
1250;29JUN2018:00:00:00;B;31DEC9999:00:00:00;180
5202;29JUN2018:00:00:00;B;31DEC9999:00:00:00;140
5201;29JUN2018:00:00:00;B;31MAR2019:00:00:00;63
237;29JUN2018:00:00:00;B;20SEP2019:00:00:00;50
1330;29JUN2018:00:00:00;B;31DEC9999:00:00:00;30
5253;29JUN2018:00:00:00;B;31DEC9999:00:00:00;40
5203;29JUN2018:00:00:00;B;31DEC9999:00:00:00;120
5205;29JUN2018:00:00:00;B;31DEC9999:00:00:00;90
1258;29JUN2018:00:00:00;B;31DEC9999:00:00:00;20
1257;29JUN2018:00:00:00;B;31DEC9999:00:00:00;20
1256;29JUN2018:00:00:00;B;31DEC9999:00:00:00;20
1251;29JUN2018:00:00:00;B;31DEC9999:00:00:00;180
240;29JUN2018:00:00:00;B;31DEC9999:00:00:00;30
4331;09MAY2019:00:00:00;B;31DEC9999:00:00:00;180
28;09MAY2019:00:00:00;P;31DEC9999:00:00:00;47
5291;09MAY2019:00:00:00;B;31DEC9999:00:00:00;60
4343;09MAY2019:00:00:00;B;31DEC9999:00:00:00;180
29;09MAY2019:00:00:00;B;31DEC9999:00:00:00;55
4321;09MAY2019:00:00:00;B;31DEC9999:00:00:00;90
30;09MAY2019:00:00:00;P;31DEC9999:00:00:00;55
4345;09MAY2019:00:00:00;B;31DEC9999:00:00:00;180
1442;09MAY2019:00:00:00;B;31DEC9999:00:00:00;80
4332;09MAY2019:00:00:00;B;31DEC9999:00:00:00;80
4324;09MAY2019:00:00:00;B;31DEC9999:00:00:00;80
4363;09MAY2019:00:00:00;B;31DEC9999:00:00:00;130
4328;09MAY2019:00:00:00;B;31DEC9999:00:00:00;90
4344;09MAY2019:00:00:00;B;31DEC9999:00:00:00;60
1440;09MAY2019:00:00:00;B;31DEC9999:00:00:00;60
4357;09MAY2019:00:00:00;B;31DEC9999:00:00:00;180
290;09MAY2019:00:00:00;B;31DEC9999:00:00:00;60
27;09MAY2019:00:00:00;B;31DEC9999:00:00:00;47
4358;09MAY2019:00:00:00;B;31DEC9999:00:00:00;40
1443;09MAY2019:00:00:00;B;31DEC9999:00:00:00;80
30;09MAY2019:00:00:00;B;31DEC9999:00:00:00;55
6340;09MAY2019:00:00:00;B;31DEC9999:00:00:00;68
4334;09MAY2019:00:00:00;B;31DEC9999:00:00:00;120
4340;09MAY2019:00:00:00;B;31DEC9999:00:00:00;80
28;09MAY2019:00:00:00;B;31DEC9999:00:00:00;47
4323;09MAY2019:00:00:00;B;31DEC9999:00:00:00;180
1126;09MAY2019:00:00:00;B;31DEC9999:00:00:00;100
13;09MAY2019:00:00:00;B;31DEC9999:00:00:00;47
266;09MAY2019:00:00:00;B;31DEC9999:00:00:00;25
264;09MAY2019:00:00:00;B;31DEC9999:00:00:00;25
4346;09MAY2019:00:00:00;B;31DEC9999:00:00:00;100
4359;09MAY2019:00:00:00;B;31DEC9999:00:00:00;120
1125;09MAY2019:00:00:00;B;31DEC9999:00:00:00;100
263;09MAY2019:00:00:00;B;31DEC9999:00:00:00;10
4355;09MAY2019:00:00:00;B;31DEC9999:00:00:00;50
26;09MAY2019:00:00:00;B;31DEC9999:00:00:00;47
4327;09MAY2019:00:00:00;B;31DEC9999:00:00:00;180
1441;09MAY2019:00:00:00;B;31DEC9999:00:00:00;30
286;09MAY2019:00:00:00;B;31DEC9999:00:00:00;95
26;09MAY2019:00:00:00;P;31DEC9999:00:00:00;47
6328;09MAY2019:00:00:00;B;31DEC9999:00:00:00;68
29;09MAY2019:00:00:00;P;31DEC9999:00:00:00;55
13;09MAY2019:00:00:00;P;31DEC9999:00:00:00;47
27;09MAY2019:00:00:00;P;31DEC9999:00:00:00;47
237;21SEP2019:00:00:00;B;31DEC9999:00:00:00;50
84;19SEP2019:00:00:00;B;31DEC9999:00:00:00;1250
5302;21SEP2019:00:00:00;B;31DEC9999:00:00:00;110
5204;21SEP2019:00:00:00;B;31DEC9999:00:00:00;220
9928;19SEP2019:00:00:00;B;31DEC9999:00:00:00;18
1010;19SEP2019:00:00:00;B;31DEC9999:00:00:00;100
1008;19SEP2019:00:00:00;B;31DEC9999:00:00:00;150
2007;19SEP2019:00:00:00;B;31DEC9999:00:00:00;6
500;21SEP2019:00:00:00;B;31DEC9999:00:00:00;120
1009;19SEP2019:00:00:00;B;31DEC9999:00:00:00;140
86;19SEP2019:00:00:00;B;31DEC9999:00:00:00;150
238;21SEP2019:00:00:00;B;31DEC9999:00:00:00;100
592;19SEP2019:00:00:00;B;31DEC9999:00:00:00;6
82;19SEP2019:00:00:00;B;31DEC9999:00:00:00;1150
64;19SEP2019:00:00:00;B;31DEC9999:00:00:00;150
83;19SEP2019:00:00:00;B;31DEC9999:00:00:00;410
591;19SEP2019:00:00:00;B;31DEC9999:00:00:00;6
3786;19SEP2019:00:00:00;B;31DEC9999:00:00:00;20
5229;21SEP2019:00:00:00;B;31DEC9999:00:00:00;10
5292;21SEP2019:00:00:00;B;31DEC9999:00:00:00;60
5303;21SEP2019:00:00:00;B;31DEC9999:00:00:00;130
2004;19SEP2019:00:00:00;B;31DEC9999:00:00:00;6
215;21SEP2019:00:00:00;B;31DEC9999:00:00:00;80
5301;21SEP2019:00:00:00;B;31DEC9999:00:00:00;85
9927;19SEP2019:00:00:00;B;31DEC9999:00:00:00;17
85;19SEP2019:00:00:00;B;31DEC9999:00:00:00;505
1033;21SEP2019:00:00:00;B;31DEC9999:00:00:00;85
9929;19SEP2019:00:00:00;B;31DEC9999:00:00:00;16
1133;19SEP2019:00:00:00;B;31DEC9999:00:00:00;14
5264;09AUG2017:00:00:00;B;31DEC9999:00:00:00;180
5263;09AUG2017:00:00:00;B;31DEC9999:00:00:00;180
5266;09AUG2017:00:00:00;B;31DEC9999:00:00:00;250
1253;09AUG2017:00:00:00;B;31DEC9999:00:00:00;90
5267;09AUG2017:00:00:00;B;31DEC9999:00:00:00;250
5265;09AUG2017:00:00:00;B;31DEC9999:00:00:00;320
4273;09AUG2017:00:00:00;B;31DEC9999:00:00:00;50
5259;09AUG2017:00:00:00;B;31DEC9999:00:00:00;180
5260;09AUG2017:00:00:00;B;31DEC9999:00:00:00;180
5261;09AUG2017:00:00:00;B;31DEC9999:00:00:00;250
5268;09AUG2017:00:00:00;B;31DEC9999:00:00:00;180
4088;17JAN2019:00:00:00;B;31DEC9999:00:00:00;1344
4084;17JAN2019:00:00:00;B;31DEC9999:00:00:00;500
4087;17JAN2019:00:00:00;B;31JAN2019:00:00:00;1344
41;17JAN2019:00:00:00;B;31DEC9999:00:00:00;1250
1439;01FEB2019:00:00:00;B;31DEC9999:00:00:00;320
1421;01FEB2019:00:00:00;B;31DEC9999:00:00:00;60
4500;01FEB2019:00:00:00;B;31DEC9999:00:00:00;150
4508;01FEB2019:00:00:00;B;31DEC9999:00:00:00;150
4712;01FEB2019:00:00:00;B;31DEC9999:00:00:00;100
4503;01FEB2019:00:00:00;B;31DEC9999:00:00:00;200
4063;01FEB2019:00:00:00;B;31DEC9999:00:00:00;600
2002;01FEB2019:00:00:00;B;31DEC9999:00:00:00;17
1736;01FEB2019:00:00:00;B;31MAR2019:00:00:00;50
4715;01FEB2019:00:00:00;B;31DEC9999:00:00:00;50
1261;01FEB2019:00:00:00;B;31DEC9999:00:00:00;100
3784;01FEB2019:00:00:00;B;31MAR2019:00:00:00;55
1785;01FEB2019:00:00:00;B;31DEC9999:00:00:00;60
1260;01FEB2019:00:00:00;B;31DEC9999:00:00:00;85
1420;01FEB2019:00:00:00;B;31DEC9999:00:00:00;40
4120;01FEB2019:00:00:00;B;31MAR2019:00:00:00;150
4714;01FEB2019:00:00:00;B;31DEC9999:00:00:00;50
4119;01FEB2019:00:00:00;B;31DEC9999:00:00:00;200
1740;01FEB2019:00:00:00;B;31DEC9999:00:00:00;70
1428;01FEB2019:00:00:00;B;31DEC9999:00:00:00;20
4507;01FEB2019:00:00:00;B;31DEC9999:00:00:00;100
4125;01FEB2019:00:00:00;B;31DEC9999:00:00:00;350
1752;01FEB2019:00:00:00;B;31DEC9999:00:00:00;60
4711;01FEB2019:00:00:00;B;31DEC9999:00:00:00;150
1779;01FEB2019:00:00:00;B;31DEC9999:00:00:00;60
4506;01FEB2019:00:00:00;B;31DEC9999:00:00:00;100
1744;01FEB2019:00:00:00;B;31DEC9999:00:00:00;60
4502;01FEB2019:00:00:00;B;31DEC9999:00:00:00;60
350;01FEB2019:00:00:00;B;31MAR2019:00:00:00;60
4505;01FEB2019:00:00:00;B;31DEC9999:00:00:00;150
4501;01FEB2019:00:00:00;B;31DEC9999:00:00:00;60
1438;01FEB2019:00:00:00;B;31DEC9999:00:00:00;120
4124;01FEB2019:00:00:00;B;31DEC9999:00:00:00;200
1427;01FEB2019:00:00:00;B;31DEC9999:00:00:00;180
4087;01FEB2019:00:00:00;B;31DEC9999:00:00:00;1344
1439;02FEB2019:00:00:00;B;31DEC9999:00:00:00;320
85;20SEP2019:00:00:00;B;31DEC9999:00:00:00;505
5270;19OCT2019:00:00:00;B;31DEC9999:00:00:00;120
1206;14APR2018:00:00:00;B;31DEC9999:00:00:00;27
1211;14APR2018:00:00:00;B;31MAR2019:00:00:00;45
5201;14APR2018:00:00:00;B;28JUN2018:00:00:00;63
1757;14APR2018:00:00:00;B;31DEC9999:00:00:00;110
1610;14APR2018:00:00:00;B;31DEC9999:00:00:00;22
966;14APR2018:00:00:00;B;31DEC9999:00:00:00;50
24;14APR2018:00:00:00;P;31DEC9999:00:00:00;100
9106;14APR2018:00:00:00;B;31DEC9999:00:00:00;9
330;14APR2018:00:00:00;B;31MAR2019:00:00:00;49
357;14APR2018:00:00:00;B;31DEC9999:00:00:00;50
1128;14APR2018:00:00:00;B;31MAR2019:00:00:00;45
1202;14APR2018:00:00:00;B;31DEC9999:00:00:00;50
462;14APR2018:00:00:00;B;31DEC9999:00:00:00;50
4119;14APR2018:00:00:00;B;31JAN2019:00:00:00;200
7320;14APR2018:00:00:00;B;31MAR2019:00:00:00;60
2012;14APR2018:00:00:00;B;31DEC9999:00:00:00;6
1385;14APR2018:00:00:00;B;31MAR2019:00:00:00;60
780;14APR2018:00:00:00;B;31MAR2019:00:00:00;80
1209;14APR2018:00:00:00;B;31DEC9999:00:00:00;54
967;14APR2018:00:00:00;B;31DEC9999:00:00:00;50
1743;14APR2018:00:00:00;B;01FEB2019:00:00:00;60
3785;14APR2018:00:00:00;B;01FEB2019:00:00:00;50
4006;14APR2018:00:00:00;B;31MAR2019:00:00:00;160
4122;14APR2018:00:00:00;B;31MAR2019:00:00:00;180
4124;14APR2018:00:00:00;B;31JAN2019:00:00:00;180
4127;14APR2018:00:00:00;B;31DEC9999:00:00:00;100
9105;14APR2018:00:00:00;B;31DEC9999:00:00:00;5
1487;14APR2018:00:00:00;B;31DEC9999:00:00:00;60
1141;14APR2018:00:00:00;B;31DEC9999:00:00:00;37
1374;14APR2018:00:00:00;B;31MAR2019:00:00:00;40
1210;14APR2018:00:00:00;B;31MAR2019:00:00:00;45
7323;14APR2018:00:00:00;B;31DEC9999:00:00:00;55
7325;14APR2018:00:00:00;B;31DEC9999:00:00:00;55
1777;14APR2018:00:00:00;B;01FEB2019:00:00:00;85
7335;14APR2018:00:00:00;B;31DEC9999:00:00:00;63
24;14APR2018:00:00:00;B;31DEC9999:00:00:00;100
1205;14APR2018:00:00:00;B;31DEC9999:00:00:00;50
1488;14APR2018:00:00:00;B;31MAR2019:00:00:00;90
412;14APR2018:00:00:00;B;31DEC9999:00:00:00;30
7307;14APR2018:00:00:00;B;31MAR2019:00:00:00;75
13;14APR2018:00:00:00;B;08MAY2019:00:00:00;47
174;14APR2018:00:00:00;B;31MAR2019:00:00:00;17
1821;14APR2018:00:00:00;B;31MAR2019:00:00:00;67
4004;14APR2018:00:00:00;B;31DEC9999:00:00:00;110
1104;14APR2018:00:00:00;B;31MAR2019:00:00:00;26
1577;14APR2018:00:00:00;B;31MAR2019:00:00:00;25
1816;14APR2018:00:00:00;B;31DEC9999:00:00:00;20
1124;14APR2018:00:00:00;B;31MAR2019:00:00:00;6
1135;14APR2018:00:00:00;B;31DEC9999:00:00:00;70
4005;14APR2018:00:00:00;B;31MAR2019:00:00:00;140
353;14APR2018:00:00:00;B;01FEB2019:00:00:00;55
1387;14APR2018:00:00:00;B;31MAR2019:00:00:00;40
3784;14APR2018:00:00:00;B;31JAN2019:00:00:00;50
354;14APR2018:00:00:00;B;01FEB2019:00:00:00;50
4123;14APR2018:00:00:00;B;01FEB2019:00:00:00;165
188;14APR2018:00:00:00;B;31DEC9999:00:00:00;38
1127;14APR2018:00:00:00;B;31MAR2019:00:00:00;17
1204;14APR2018:00:00:00;B;31DEC9999:00:00:00;50
1526;14APR2018:00:00:00;B;31DEC9999:00:00:00;20
1815;14APR2018:00:00:00;B;31DEC9999:00:00:00;20
1213;14APR2018:00:00:00;B;31MAR2019:00:00:00;25
1145;14APR2018:00:00:00;B;31DEC9999:00:00:00;33
1201;14APR2018:00:00:00;B;31DEC9999:00:00:00;50
1207;14APR2018:00:00:00;B;31DEC9999:00:00:00;27
1377;14APR2018:00:00:00;B;31DEC9999:00:00:00;65
1779;14APR2018:00:00:00;B;31JAN2019:00:00:00;60
1484;14APR2018:00:00:00;B;31MAR2019:00:00:00;60
1212;14APR2018:00:00:00;B;31MAR2019:00:00:00;60
4711;14APR2018:00:00:00;B;31JAN2019:00:00:00;150
1139;14APR2018:00:00:00;B;31DEC9999:00:00:00;35
996;14APR2018:00:00:00;B;31MAR2019:00:00:00;20
389;14APR2018:00:00:00;B;31DEC9999:00:00:00;150
1140;14APR2018:00:00:00;B;31DEC9999:00:00:00;33
390;14APR2018:00:00:00;B;31DEC9999:00:00:00;220
7420;14APR2018:00:00:00;B;31DEC9999:00:00:00;95
3713;14APR2018:00:00:00;B;01FEB2019:00:00:00;120
1208;14APR2018:00:00:00;B;31MAR2019:00:00:00;25
13;14APR2018:00:00:00;P;08MAY2019:00:00:00;47
1773;14APR2018:00:00:00;B;31DEC9999:00:00:00;36
1814;14APR2018:00:00:00;B;31DEC9999:00:00:00;20
219;14APR2018:00:00:00;B;31DEC9999:00:00:00;25
968;14APR2018:00:00:00;B;31DEC9999:00:00:00;50
7301;14APR2018:00:00:00;B;31DEC9999:00:00:00;80
7305;14APR2018:00:00:00;B;31DEC9999:00:00:00;80
126;14APR2018:00:00:00;B;31MAR2019:00:00:00;17
570;01APR2019:00:00:00;B;31DEC9999:00:00:00;50
1104;01APR2019:00:00:00;B;31DEC9999:00:00:00;25
320;01APR2019:00:00:00;B;31DEC9999:00:00:00;57
324;01APR2019:00:00:00;B;31DEC9999:00:00:00;30
1203;01APR2019:00:00:00;B;31DEC9999:00:00:00;75
3784;01APR2019:00:00:00;B;31DEC9999:00:00:00;48
1572;01APR2019:00:00:00;B;31DEC9999:00:00:00;185
1763;01APR2019:00:00:00;B;31DEC9999:00:00:00;100
1212;01APR2019:00:00:00;B;31DEC9999:00:00:00;59
7327;01APR2019:00:00:00;B;31DEC9999:00:00:00;48
1817;01APR2019:00:00:00;B;31DEC9999:00:00:00;19
330;01APR2019:00:00:00;B;31DEC9999:00:00:00;47
126;01APR2019:00:00:00;B;31DEC9999:00:00:00;16
1385;01APR2019:00:00:00;B;31DEC9999:00:00:00;58
4006;01APR2019:00:00:00;B;31DEC9999:00:00:00;150
7307;01APR2019:00:00:00;B;31DEC9999:00:00:00;73
1827;01APR2019:00:00:00;B;31DEC9999:00:00:00;57
1210;01APR2019:00:00:00;B;31DEC9999:00:00:00;44
996;01APR2019:00:00:00;B;31DEC9999:00:00:00;19
1124;01APR2019:00:00:00;B;31DEC9999:00:00:00;4
7320;01APR2019:00:00:00;B;31DEC9999:00:00:00;57
1127;01APR2019:00:00:00;B;31DEC9999:00:00:00;16
1452;01APR2019:00:00:00;B;31DEC9999:00:00:00;33
5224;01APR2019:00:00:00;B;31DEC9999:00:00:00;195
1213;01APR2019:00:00:00;B;31DEC9999:00:00:00;24
7318;01APR2019:00:00:00;B;31DEC9999:00:00:00;38
1451;01APR2019:00:00:00;B;31DEC9999:00:00:00;33
388;01APR2019:00:00:00;B;31DEC9999:00:00:00;45
1109;01APR2019:00:00:00;B;31DEC9999:00:00:00;19
4005;01APR2019:00:00:00;B;21SEP2019:00:00:00;100
350;01APR2019:00:00:00;B;31DEC9999:00:00:00;50
1577;01APR2019:00:00:00;B;31DEC9999:00:00:00;22
1488;01APR2019:00:00:00;B;31DEC9999:00:00:00;80
1821;01APR2019:00:00:00;B;31DEC9999:00:00:00;65
472;01APR2019:00:00:00;B;31DEC9999:00:00:00;47
1804;01APR2019:00:00:00;B;31DEC9999:00:00:00;8
640;01APR2019:00:00:00;B;31DEC9999:00:00:00;6
1374;01APR2019:00:00:00;B;31DEC9999:00:00:00;38
1828;01APR2019:00:00:00;B;31DEC9999:00:00:00;58
473;01APR2019:00:00:00;B;31DEC9999:00:00:00;47
1136;01APR2019:00:00:00;B;31DEC9999:00:00:00;68
999;01APR2019:00:00:00;B;31DEC9999:00:00:00;70
174;01APR2019:00:00:00;B;31DEC9999:00:00:00;16
1387;01APR2019:00:00:00;B;31DEC9999:00:00:00;38
7310;01APR2019:00:00:00;B;31DEC9999:00:00:00;69
61;01APR2019:00:00:00;B;31DEC9999:00:00:00;2500
4122;01APR2019:00:00:00;B;31DEC9999:00:00:00;175
1128;01APR2019:00:00:00;B;31DEC9999:00:00:00;42
334;01APR2019:00:00:00;B;31DEC9999:00:00:00;47
1460;01APR2019:00:00:00;B;31DEC9999:00:00:00;68
1302;01APR2019:00:00:00;B;31DEC9999:00:00:00;140
5201;01APR2019:00:00:00;B;31DEC9999:00:00:00;60
343;01APR2019:00:00:00;B;31DEC9999:00:00:00;47
4120;01APR2019:00:00:00;B;31DEC9999:00:00:00;140
9005;01APR2019:00:00:00;B;31DEC9999:00:00:00;17
7402;01APR2019:00:00:00;B;31DEC9999:00:00:00;26
780;01APR2019:00:00:00;B;31DEC9999:00:00:00;75
1211;01APR2019:00:00:00;B;31DEC9999:00:00:00;44
1484;01APR2019:00:00:00;B;31DEC9999:00:00:00;57
1208;01APR2019:00:00:00;B;31DEC9999:00:00:00;24
777;01APR2019:00:00:00;B;31DEC9999:00:00:00;70
1736;01APR2019:00:00:00;B;31DEC9999:00:00:00;49
5269;07AUG2019:00:00:00;B;31DEC9999:00:00:00;180
5271;09MAR2020:00:00:00;B;31DEC9999:00:00:00;200
