GHS_GRP_TYP;GHS_NUM;GHS_NUM_SEC;GHS_LIB;GHS_CRE_DTE;GHS_FER_DTE;GHS_NAT_ASS;GHS_AGE_MIN;GHS_AGE_MAX;GHS_SEX;GHS_CMD;GHS_ARR_DTE;GHS_PJO_DTE;GHS_MAJ_DTE;GHS_DDP_MCO;GHS_EO1_DTE;GHS_DUR_SJ1;GHS_SEU_HT1;GHS_SEU_BA1;GHS_PRU_OC1;GHS_EXH_OC1;GHS_PRU_EX1;GHS_COE_OC1;GHS_COF_OC1;GHS_F01_OC1;GHS_F02_OC1;GHS_F03_OC1;GHS_F04_OC1;GHS_F05_OC1;GHS_F06_OC1;GHS_F07_OC1;GHS_F08_OC1;GHS_F09_OC1;GHS_F10_OC1;GHS_MAJ_OC1;GHS_EO2_DTE;GHS_DUR_SJ2;GHS_SEU_HT2;GHS_SEU_BA2;GHS_PRU_OC2;GHS_EXH_OC2;GHS_PRU_EX2;GHS_COE_OC2;GHS_COF_OC2;GHS_F01_OC2;GHS_F02_OC2;GHS_F03_OC2;GHS_F04_OC2;GHS_F05_OC2;GHS_F06_OC2;GHS_F07_OC2;GHS_F08_OC2;GHS_F09_OC2;GHS_F10_OC2;GHS_MAJ_OC2;GHS_EO3_DTE;GHS_DUR_SJ3;GHS_SEU_HT3;GHS_SEU_BA3;GHS_PRU_OC3;GHS_EXH_OC3;GHS_PRU_EX3;GHS_COE_OC3;GHS_COF_OC3;GHS_F01_OC3;GHS_F02_OC3;GHS_F03_OC3;GHS_F04_OC3;GHS_F05_OC3;GHS_F06_OC3;GHS_F07_OC3;GHS_F08_OC3;GHS_F09_OC3;GHS_F10_OC3;GHS_MAJ_OC3;TEC_COL
T;8;1;GHT8;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;D;01MAR2018:00:00:00;;;;17118.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;;;;16999.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;;;;16881.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2016:00:00:00;0
T;8;2;GHT8;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;D;01MAR2018:00:00:00;;;;17026.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;;;;16358.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;;;;16324.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2016:00:00:00;0
T;9;1;GHT9;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;D;01MAR2018:00:00:00;;;;18771.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;;;;18641.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;;;;18511.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2016:00:00:00;0
T;9;2;GHT9;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;D;01MAR2018:00:00:00;;;;18672.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;;;;17939.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;;;;17902.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2016:00:00:00;0
T;10;1;GHT10;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;D;01MAR2018:00:00:00;;;;20428.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;;;;20286.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;;;;20145.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2016:00:00:00;0
T;10;2;GHT10;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;D;01MAR2018:00:00:00;;;;20316.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;;;;19519.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;;;;19479.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2016:00:00:00;0
T;11;1;GHT11;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;D;01MAR2018:00:00:00;;;;22071.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;;;;21918.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;;;;21766.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2016:00:00:00;0
T;11;2;GHT11;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;D;01MAR2018:00:00:00;;;;21961.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;;;;21099.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;;;;21056.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2016:00:00:00;0
T;12;1;GHT12;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;D;01MAR2018:00:00:00;;;;23726.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;;;;23561.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;;;;23397.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2016:00:00:00;0
T;12;2;GHT12;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;D;01MAR2018:00:00:00;;;;23607.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;;;;22681.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;;;;22634.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2016:00:00:00;0
T;13;1;GHT13;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;D;01MAR2018:00:00:00;;;;25374.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;;;;25198.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;;;;25023.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2016:00:00:00;0
T;13;2;GHT13;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;D;01MAR2018:00:00:00;;;;25251.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;;;;24260.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;;;;24210.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2016:00:00:00;0
T;14;1;GHT14;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;D;01MAR2018:00:00:00;;;;27027.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;;;;26839.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;;;;26652.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2016:00:00:00;0
T;14;2;GHT14;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;D;01MAR2018:00:00:00;;;;26895.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;;;;25840.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;;;;25787.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2016:00:00:00;0
T;15;1;GHT15;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;D;01MAR2018:00:00:00;;;;28679.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;;;;28480.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;;;;28282.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2016:00:00:00;0
T;1;1;GHT1;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;D;01MAR2018:00:00:00;;;;5562.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;;;;5523.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;;;;5485.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2016:00:00:00;0
T;1;2;GHT1;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;D;01MAR2018:00:00:00;;;;5510.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;;;;5294.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;;;;5283.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2016:00:00:00;0
T;2;1;GHT2;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;D;01MAR2018:00:00:00;;;;7202.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;;;;7152.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;;;;7102.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2016:00:00:00;0
T;2;2;GHT2;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;D;01MAR2018:00:00:00;;;;7156.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;;;;6875.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;;;;6861.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2016:00:00:00;0
T;3;1;GHT3;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;D;01MAR2018:00:00:00;;;;8870.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;;;;8808.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;;;;8747.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2016:00:00:00;0
T;3;2;GHT3;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;D;01MAR2018:00:00:00;;;;8801.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;;;;8456.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;;;;8439.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2016:00:00:00;0
T;15;2;GHT15;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;D;01MAR2018:00:00:00;;;;28540.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;;;;27420.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;;;;27364.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2016:00:00:00;0
T;16;1;GHT16;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;D;01MAR2018:00:00:00;;;;30324.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;;;;30113.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;;;;29904.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2016:00:00:00;0
T;16;2;GHT16;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;D;01MAR2018:00:00:00;;;;30186.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;;;;29002.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;;;;28942.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2016:00:00:00;0
T;17;1;GHT17;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;D;01MAR2018:00:00:00;;;;31980.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;;;;31758.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;;;;31537.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2016:00:00:00;0
T;17;2;GHT17;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;D;01MAR2018:00:00:00;;;;31833.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;;;;30584.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;;;;30521.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2016:00:00:00;0
T;18;1;GHT18;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;D;01MAR2018:00:00:00;;;;33628.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;;;;33394.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;;;;33162.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2016:00:00:00;0
T;18;2;GHT18;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;D;01MAR2018:00:00:00;;;;33476.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;;;;32163.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;;;;32097.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2016:00:00:00;0
T;19;1;GHT19;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;D;01MAR2018:00:00:00;;;;35281.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;;;;35036.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;;;;34792.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2016:00:00:00;0
T;19;2;GHT19;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2018:00:00:00;01MAR2018:00:00:00;01MAR2018:00:00:00;D;01MAR2018:00:00:00;;;;35122.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2018:00:00:00;01MAR2017:00:00:00;;;;33744.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2017:00:00:00;01MAR2016:00:00:00;;;;33675.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2016:00:00:00;0
