"nom_table";"TEC_COL";"ORG_CAI_NUM";"ORG_CAI_LIB";"ORG_BSE_NUM";"PIV_CAI_TOP";"ORG_CAI_TYP";"CPT_COP_NUM"
"IR_CAI_V";0;741;"MOA A COMPLETER";"94C741";0;"SM";NA
"IR_CAI_V";0;751;"MOA A COMPLETER";"94C751";0;"SM";NA
"IR_CAI_V";0;752;"MOA A COMPLETER";"94C752";0;"SM";NA
"IR_CAI_V";0;759;"MOA A COMPLETER";"94C759";0;"SM";NA
"IR_CAI_V";0;761;"MOA A COMPLETER";"94C761";0;"SM";NA
"IR_CAI_V";0;762;"MOA A COMPLETER";"94C762";0;"SM";NA
"IR_CAI_V";0;763;"MOA A COMPLETER";"94C763";0;"SM";NA
"IR_CAI_V";0;764;"MOA A COMPLETER";"94C764";0;"SM";NA
"IR_CAI_V";0;770;"MOA A COMPLETER";"94C770";0;"SM";NA
"IR_CAI_V";0;771;"MOA A COMPLETER";"94C771";0;"SM";NA
"IR_CAI_V";0;781;"MOA A COMPLETER";"94C781";0;"SM";NA
"IR_CAI_V";0;789;"MOA A COMPLETER";"94C789";0;"SM";NA
"IR_CAI_V";0;791;"MOA A COMPLETER";"94C791";0;"SM";NA
"IR_CAI_V";0;801;"MOA A COMPLETER";"94C801";0;"SM";NA
"IR_CAI_V";0;811;"MOA A COMPLETER";"94C811";0;"SM";NA
"IR_CAI_V";0;821;"MOA A COMPLETER";"94C821";0;"SM";NA
"IR_CAI_V";0;831;"MOA A COMPLETER";"94C831";0;"SM";NA
"IR_CAI_V";0;841;"MOA A COMPLETER";"94C841";0;"SM";NA
"IR_CAI_V";0;851;"MOA A COMPLETER";"94C851";0;"SM";NA
"IR_CAI_V";0;861;"MOA A COMPLETER";"94C861";0;"SM";NA
"IR_CAI_V";0;871;"MOA A COMPLETER";"94C871";0;"SM";NA
"IR_CAI_V";0;881;"MOA A COMPLETER";"94C881";0;"SM";NA
"IR_CAI_V";0;888;"MOA A COMPLETER";"94C888";0;"SM";NA
"IR_CAI_V";0;891;"MOA A COMPLETER";"94C891";0;"SM";NA
"IR_CAI_V";0;901;"MOA A COMPLETER";"94C901";0;"SM";NA
"IR_CAI_V";0;911;"MOA A COMPLETER";"94C911";0;"SM";NA
