UCD_UCD_COD;ETB_TOP_DTE;UCD_LIS_TOP;IDE_ETA_TYP;ETB_TOP_DTF;UCD_DOC_DTE;UCD_DOC_LIB
0000009407424;18MAR2016:00:00:00;2;2;;17MAR2016:00:00:00;JO
0000009407430;18MAR2016:00:00:00;2;1;;17MAR2016:00:00:00;JO
0000009407430;18MAR2016:00:00:00;2;2;;17MAR2016:00:00:00;JO
0000009407447;18MAR2016:00:00:00;2;1;;17MAR2016:00:00:00;JO
0000009407447;18MAR2016:00:00:00;2;2;;17MAR2016:00:00:00;JO
0000009407453;18MAR2016:00:00:00;2;1;;17MAR2016:00:00:00;JO
0000009407453;18MAR2016:00:00:00;2;2;;17MAR2016:00:00:00;JO
0000009407619;18MAR2016:00:00:00;2;1;;17MAR2016:00:00:00;JO
0000009407619;18MAR2016:00:00:00;2;2;;17MAR2016:00:00:00;JO
0000009408961;11JAN2017:00:00:00;2;1;;10JAN2017:00:00:00;JO
0000009408961;11JAN2017:00:00:00;2;2;;10JAN2017:00:00:00;JO
0000009409452;28DEC2016:00:00:00;2;1;;27DEC2016:00:00:00;JO
0000009409452;28DEC2016:00:00:00;2;2;;27DEC2016:00:00:00;JO
0000009409469;28DEC2016:00:00:00;2;1;;27DEC2016:00:00:00;JO
0000009409469;28DEC2016:00:00:00;2;2;;27DEC2016:00:00:00;JO
0000009409529;11AUG2016:00:00:00;2;1;;10AUG2016:00:00:00;JO
0000009409529;11AUG2016:00:00:00;2;2;;10AUG2016:00:00:00;JO
0000009409535;11JAN2017:00:00:00;2;1;;10JAN2017:00:00:00;JO
0000009409535;11JAN2017:00:00:00;2;2;;10JAN2017:00:00:00;JO
0000009410432;12FEB2016:00:00:00;2;1;;11FEB2016:00:00:00;JO
0000009410432;12FEB2016:00:00:00;2;2;;11FEB2016:00:00:00;JO
0000009410449;12FEB2016:00:00:00;2;1;;11FEB2016:00:00:00;JO
0000009410449;12FEB2016:00:00:00;2;2;;11FEB2016:00:00:00;JO
0000009410455;12FEB2016:00:00:00;2;1;;11FEB2016:00:00:00;JO
0000009410455;12FEB2016:00:00:00;2;2;;11FEB2016:00:00:00;JO
0000009410461;12FEB2016:00:00:00;2;1;;11FEB2016:00:00:00;JO
0000009410461;12FEB2016:00:00:00;2;2;;11FEB2016:00:00:00;JO
0000009410604;09JUL2016:00:00:00;2;1;;08JUL2016:00:00:00;JO
0000009410604;09JUL2016:00:00:00;2;2;;08JUL2016:00:00:00;JO
0000009410610;09JUL2016:00:00:00;2;1;;08JUL2016:00:00:00;JO
0000009410610;09JUL2016:00:00:00;2;2;;08JUL2016:00:00:00;JO
0000009411957;30APR2016:00:00:00;2;1;;29APR2016:00:00:00;JO
0000009411957;30APR2016:00:00:00;2;2;;29APR2016:00:00:00;JO
0000009412129;06MAY2017:00:00:00;2;1;;05MAY2017:00:00:00;JO
0000009412129;06MAY2017:00:00:00;2;2;;05MAY2017:00:00:00;JO
0000009413962;25MAR2016:00:00:00;2;1;;24MAR2016:00:00:00;JO
0000009413962;25MAR2016:00:00:00;2;2;;24MAR2016:00:00:00;JO
0000009413979;25MAR2016:00:00:00;2;1;;24MAR2016:00:00:00;JO
0000009413979;25MAR2016:00:00:00;2;2;;24MAR2016:00:00:00;JO
0000009414097;28JUL2016:00:00:00;2;1;;27JUL2016:00:00:00;JO
0000009414097;28JUL2016:00:00:00;2;2;;27JUL2016:00:00:00;JO
0000009414826;05AUG2016:00:00:00;2;1;;04AUG2016:00:00:00;JO
0000009414826;05AUG2016:00:00:00;2;2;;04AUG2016:00:00:00;JO
0000009415317;22JUN2016:00:00:00;2;1;;21JUN2016:00:00:00;JO
0000009415317;22JUN2016:00:00:00;2;2;;21JUN2016:00:00:00;JO
0000009415323;22JUN2016:00:00:00;2;1;;21JUN2016:00:00:00;JO
0000009415323;22JUN2016:00:00:00;2;2;;21JUN2016:00:00:00;JO
0000009415381;15SEP2016:00:00:00;2;1;;14SEP2016:00:00:00;JO
0000009415381;15SEP2016:00:00:00;2;2;;14SEP2016:00:00:00;JO
0000009415398;15SEP2016:00:00:00;2;1;;14SEP2016:00:00:00;JO
0000009415398;15SEP2016:00:00:00;2;2;;14SEP2016:00:00:00;JO
0000009415406;15SEP2016:00:00:00;2;1;;14SEP2016:00:00:00;JO
0000009415406;15SEP2016:00:00:00;2;2;;14SEP2016:00:00:00;JO
0000009415412;15SEP2016:00:00:00;2;1;;14SEP2016:00:00:00;JO
0000009415412;15SEP2016:00:00:00;2;2;;14SEP2016:00:00:00;JO
0000009415429;15SEP2016:00:00:00;2;1;;14SEP2016:00:00:00;JO
0000009415429;15SEP2016:00:00:00;2;2;;14SEP2016:00:00:00;JO
0000009415435;15SEP2016:00:00:00;2;1;;14SEP2016:00:00:00;JO
0000009415435;15SEP2016:00:00:00;2;2;;14SEP2016:00:00:00;JO
0000009415441;15SEP2016:00:00:00;2;1;;14SEP2016:00:00:00;JO
0000009415441;15SEP2016:00:00:00;2;2;;14SEP2016:00:00:00;JO
0000009416618;25NOV2016:00:00:00;2;1;;24NOV2016:00:00:00;JO
0000009416618;25NOV2016:00:00:00;2;2;;24NOV2016:00:00:00;JO
