BTF_PRS_IDE__BTF_HIS_DTD;BTF_PRS_IDE;BTF_HIS_DTD;BTF_TAR_NAT;BTF_HIS_DTF;BTF_TAR_COF
462__11FEB2011:00:00:00;462;11FEB2011:00:00:00;B;12APR2014:00:00:00;60
462__13APR2014:00:00:00;462;13APR2014:00:00:00;B;13APR2018:00:00:00;55
463__28JAN2004:00:00:00;463;28JAN2004:00:00:00;B;31DEC9999:00:00:00;120
466__28JAN2004:00:00:00;466;28JAN2004:00:00:00;B;31DEC9999:00:00:00;60
467__28JAN2004:00:00:00;467;28JAN2004:00:00:00;B;31DEC9999:00:00:00;60
468__28JAN2004:00:00:00;468;28JAN2004:00:00:00;B;31DEC9999:00:00:00;80
472__11NOV2007:00:00:00;472;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65
472__11FEB2011:00:00:00;472;11FEB2011:00:00:00;B;16APR2013:00:00:00;58
472__17APR2013:00:00:00;472;17APR2013:00:00:00;B;19APR2016:00:00:00;51
472__20APR2016:00:00:00;472;20APR2016:00:00:00;B;31MAR2019:00:00:00;50
473__11NOV2007:00:00:00;473;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65
473__11FEB2011:00:00:00;473;11FEB2011:00:00:00;B;16APR2013:00:00:00;58
473__17APR2013:00:00:00;473;17APR2013:00:00:00;B;19APR2016:00:00:00;51
473__20APR2016:00:00:00;473;20APR2016:00:00:00;B;31MAR2019:00:00:00;50
476__28JAN2004:00:00:00;476;28JAN2004:00:00:00;B;07FEB2009:00:00:00;120
476__08FEB2009:00:00:00;476;08FEB2009:00:00:00;B;18JAN2010:00:00:00;100
476__19JAN2010:00:00:00;476;19JAN2010:00:00:00;B;10FEB2011:00:00:00;85
476__11FEB2011:00:00:00;476;11FEB2011:00:00:00;B;31MAR2017:00:00:00;75
476__01APR2017:00:00:00;476;01APR2017:00:00:00;B;31DEC9999:00:00:00;73
477__13FEB2004:00:00:00;477;13FEB2004:00:00:00;B;07FEB2009:00:00:00;140
477__08FEB2009:00:00:00;477;08FEB2009:00:00:00;B;31DEC9999:00:00:00;130
478__28JAN2004:00:00:00;478;28JAN2004:00:00:00;B;31DEC9999:00:00:00;140
514__30MAR1997:00:00:00;514;30MAR1997:00:00:00;B;07FEB2009:00:00:00;20
514__08FEB2009:00:00:00;514;08FEB2009:00:00:00;B;18JAN2010:00:00:00;15
514__19JAN2010:00:00:00;514;19JAN2010:00:00:00;B;10FEB2011:00:00:00;10
514__11FEB2011:00:00:00;514;11FEB2011:00:00:00;B;30JAN2012:00:00:00;8
514__31JAN2012:00:00:00;514;31JAN2012:00:00:00;B;31MAR2017:00:00:00;7
514__01APR2017:00:00:00;514;01APR2017:00:00:00;B;31DEC9999:00:00:00;6
516__30MAR1997:00:00:00;516;30MAR1997:00:00:00;B;07FEB2009:00:00:00;20
516__08FEB2009:00:00:00;516;08FEB2009:00:00:00;B;10FEB2011:00:00:00;10
516__11FEB2011:00:00:00;516;11FEB2011:00:00:00;B;17JUN2011:00:00:00;8
516__18JUN2011:00:00:00;516;18JUN2011:00:00:00;B;30JAN2012:00:00:00;8
516__31JAN2012:00:00:00;516;31JAN2012:00:00:00;B;31MAR2017:00:00:00;7
516__01APR2017:00:00:00;516;01APR2017:00:00:00;B;31DEC9999:00:00:00;6
517__30MAR1997:00:00:00;517;30MAR1997:00:00:00;B;07FEB2009:00:00:00;20
517__08FEB2009:00:00:00;517;08FEB2009:00:00:00;B;10FEB2011:00:00:00;10
517__11FEB2011:00:00:00;517;11FEB2011:00:00:00;B;17JUN2011:00:00:00;10
517__18JUN2011:00:00:00;517;18JUN2011:00:00:00;B;30JAN2012:00:00:00;10
517__31JAN2012:00:00:00;517;31JAN2012:00:00:00;B;31MAR2017:00:00:00;7
517__01APR2017:00:00:00;517;01APR2017:00:00:00;B;31DEC9999:00:00:00;6
519__11NOV2007:00:00:00;519;11NOV2007:00:00:00;B;18JAN2010:00:00:00;15
519__19JAN2010:00:00:00;519;19JAN2010:00:00:00;B;10FEB2011:00:00:00;10
519__11FEB2011:00:00:00;519;11FEB2011:00:00:00;B;17JUN2011:00:00:00;8
519__18JUN2011:00:00:00;519;18JUN2011:00:00:00;B;30JAN2012:00:00:00;8
519__31JAN2012:00:00:00;519;31JAN2012:00:00:00;B;31MAR2017:00:00:00;7
519__01APR2017:00:00:00;519;01APR2017:00:00:00;B;31DEC9999:00:00:00;6
521__11NOV2007:00:00:00;521;11NOV2007:00:00:00;B;18JAN2010:00:00:00;15
521__19JAN2010:00:00:00;521;19JAN2010:00:00:00;B;10FEB2011:00:00:00;10
521__11FEB2011:00:00:00;521;11FEB2011:00:00:00;B;30JAN2012:00:00:00;10
521__31JAN2012:00:00:00;521;31JAN2012:00:00:00;B;31MAR2017:00:00:00;7
521__01APR2017:00:00:00;521;01APR2017:00:00:00;B;31DEC9999:00:00:00;7
522__04JUL2006:00:00:00;522;04JUL2006:00:00:00;B;07FEB2009:00:00:00;22
522__08FEB2009:00:00:00;522;08FEB2009:00:00:00;B;10FEB2011:00:00:00;20
522__11FEB2011:00:00:00;522;11FEB2011:00:00:00;B;17JUN2011:00:00:00;15
522__18JUN2011:00:00:00;522;18JUN2011:00:00:00;B;30JAN2012:00:00:00;15
522__31JAN2012:00:00:00;522;31JAN2012:00:00:00;B;16APR2013:00:00:00;14
522__17APR2013:00:00:00;522;17APR2013:00:00:00;B;19APR2016:00:00:00;11
522__20APR2016:00:00:00;522;20APR2016:00:00:00;B;31DEC9999:00:00:00;10
523__01JAN1996:00:00:00;523;01JAN1996:00:00:00;B;07FEB2009:00:00:00;60
523__08FEB2009:00:00:00;523;08FEB2009:00:00:00;B;31DEC9999:00:00:00;55
524__11NOV2007:00:00:00;524;11NOV2007:00:00:00;B;07FEB2009:00:00:00;25
524__08FEB2009:00:00:00;524;08FEB2009:00:00:00;B;18JAN2010:00:00:00;20
524__19JAN2010:00:00:00;524;19JAN2010:00:00:00;B;30JAN2012:00:00:00;20
524__31JAN2012:00:00:00;524;31JAN2012:00:00:00;B;16APR2013:00:00:00;10
524__17APR2013:00:00:00;524;17APR2013:00:00:00;B;31MAR2017:00:00:00;9
524__01APR2017:00:00:00;524;01APR2017:00:00:00;B;31DEC9999:00:00:00;6
530__11DEC2005:00:00:00;530;11DEC2005:00:00:00;B;07FEB2009:00:00:00;30
530__08FEB2009:00:00:00;530;08FEB2009:00:00:00;B;18JAN2010:00:00:00;25
530__19JAN2010:00:00:00;530;19JAN2010:00:00:00;B;10FEB2011:00:00:00;20
530__11FEB2011:00:00:00;530;11FEB2011:00:00:00;B;30JAN2012:00:00:00;15
530__31JAN2012:00:00:00;530;31JAN2012:00:00:00;B;31DEC9999:00:00:00;7
532__11DEC2005:00:00:00;532;11DEC2005:00:00:00;B;18JAN2010:00:00:00;10
532__19JAN2010:00:00:00;532;19JAN2010:00:00:00;B;10FEB2011:00:00:00;8
532__11FEB2011:00:00:00;532;11FEB2011:00:00:00;B;31MAR2017:00:00:00;7
532__01APR2017:00:00:00;532;01APR2017:00:00:00;B;31DEC9999:00:00:00;6
534__01JAN1996:00:00:00;534;01JAN1996:00:00:00;B;18JAN2010:00:00:00;50
534__19JAN2010:00:00:00;534;19JAN2010:00:00:00;B;10FEB2011:00:00:00;40
534__11FEB2011:00:00:00;534;11FEB2011:00:00:00;B;31DEC9999:00:00:00;30
536__11DEC2005:00:00:00;536;11DEC2005:00:00:00;B;18JAN2010:00:00:00;50
536__19JAN2010:00:00:00;536;19JAN2010:00:00:00;B;10FEB2011:00:00:00;40
536__11FEB2011:00:00:00;536;11FEB2011:00:00:00;B;31DEC9999:00:00:00;35
537__01JAN1996:00:00:00;537;01JAN1996:00:00:00;B;31DEC9999:00:00:00;65
547__11DEC2005:00:00:00;547;11DEC2005:00:00:00;B;31DEC9999:00:00:00;30
548__11NOV2007:00:00:00;548;11NOV2007:00:00:00;B;18JAN2010:00:00:00;15
548__19JAN2010:00:00:00;548;19JAN2010:00:00:00;B;10FEB2011:00:00:00;12
548__11FEB2011:00:00:00;548;11FEB2011:00:00:00;B;30JAN2012:00:00:00;9
548__31JAN2012:00:00:00;548;31JAN2012:00:00:00;B;13JUL2017:00:00:00;7
552__11DEC2005:00:00:00;552;11DEC2005:00:00:00;B;07FEB2009:00:00:00;10
552__08FEB2009:00:00:00;552;08FEB2009:00:00:00;B;31DEC9999:00:00:00;5
969__28JAN2004:00:00:00;969;28JAN2004:00:00:00;B;18JAN2010:00:00:00;100
969__19JAN2010:00:00:00;969;19JAN2010:00:00:00;B;31DEC9999:00:00:00;80
983__11NOV2007:00:00:00;983;11NOV2007:00:00:00;B;18JAN2010:00:00:00;70
983__19JAN2010:00:00:00;983;19JAN2010:00:00:00;B;10FEB2011:00:00:00;65
983__11FEB2011:00:00:00;983;11FEB2011:00:00:00;B;31DEC9999:00:00:00;60
990__11DEC2005:00:00:00;990;11DEC2005:00:00:00;B;31DEC9999:00:00:00;60
991__11DEC2005:00:00:00;991;11DEC2005:00:00:00;B;31DEC9999:00:00:00;80
992__11DEC2005:00:00:00;992;11DEC2005:00:00:00;B;18JAN2010:00:00:00;70
992__19JAN2010:00:00:00;992;19JAN2010:00:00:00;B;31DEC9999:00:00:00;50
996__11NOV2007:00:00:00;996;11NOV2007:00:00:00;B;07FEB2009:00:00:00;45
996__08FEB2009:00:00:00;996;08FEB2009:00:00:00;B;26NOV2009:00:00:00;40
996__27NOV2009:00:00:00;996;27NOV2009:00:00:00;B;18JAN2010:00:00:00;40
996__19JAN2010:00:00:00;996;19JAN2010:00:00:00;B;10FEB2011:00:00:00;36
996__11FEB2011:00:00:00;996;11FEB2011:00:00:00;B;30JAN2012:00:00:00;34
996__31JAN2012:00:00:00;996;31JAN2012:00:00:00;B;12APR2014:00:00:00;30
996__13APR2014:00:00:00;996;13APR2014:00:00:00;B;19APR2016:00:00:00;27
996__20APR2016:00:00:00;996;20APR2016:00:00:00;B;31MAR2017:00:00:00;26
996__01APR2017:00:00:00;996;01APR2017:00:00:00;B;13APR2018:00:00:00;21
999__11NOV2007:00:00:00;999;11NOV2007:00:00:00;B;10FEB2011:00:00:00;85
999__11FEB2011:00:00:00;999;11FEB2011:00:00:00;B;30JAN2012:00:00:00;80
999__31JAN2012:00:00:00;999;31JAN2012:00:00:00;B;31MAR2019:00:00:00;75
1000__18JUN2011:00:00:00;1000;18JUN2011:00:00:00;B;31DEC9999:00:00:00;140
1001__18JUN2011:00:00:00;1001;18JUN2011:00:00:00;B;31DEC9999:00:00:00;140
1002__18JUN2011:00:00:00;1002;18JUN2011:00:00:00;B;31DEC9999:00:00:00;140
1011__11JUL2013:00:00:00;1011;11JUL2013:00:00:00;B;31DEC9999:00:00:00;100
1013__11JUL2013:00:00:00;1013;11JUL2013:00:00:00;B;31DEC9999:00:00:00;40
1014__11JUL2013:00:00:00;1014;11JUL2013:00:00:00;B;31DEC9999:00:00:00;25
1015__11JUL2013:00:00:00;1015;11JUL2013:00:00:00;B;31DEC9999:00:00:00;25
1016__11JUL2013:00:00:00;1016;11JUL2013:00:00:00;B;18APR2016:00:00:00;25
1016__19APR2016:00:00:00;1016;19APR2016:00:00:00;B;31DEC9999:00:00:00;25
1017__11JUL2013:00:00:00;1017;11JUL2013:00:00:00;B;18APR2016:00:00:00;25
1017__19APR2016:00:00:00;1017;19APR2016:00:00:00;B;31DEC9999:00:00:00;25
1018__11JUL2013:00:00:00;1018;11JUL2013:00:00:00;B;31DEC9999:00:00:00;100
1019__11JUL2013:00:00:00;1019;11JUL2013:00:00:00;B;31DEC9999:00:00:00;200
1020__11JUL2013:00:00:00;1020;11JUL2013:00:00:00;B;31DEC9999:00:00:00;200
1021__11JUL2013:00:00:00;1021;11JUL2013:00:00:00;B;31DEC9999:00:00:00;30
1022__11JUL2013:00:00:00;1022;11JUL2013:00:00:00;B;31DEC9999:00:00:00;60
1024__11JUL2013:00:00:00;1024;11JUL2013:00:00:00;B;31DEC9999:00:00:00;150
1025__11JUL2013:00:00:00;1025;11JUL2013:00:00:00;B;31DEC9999:00:00:00;50
1026__11JUL2013:00:00:00;1026;11JUL2013:00:00:00;B;31DEC9999:00:00:00;50
1027__11JUL2013:00:00:00;1027;11JUL2013:00:00:00;B;31DEC9999:00:00:00;50
1028__11JUL2013:00:00:00;1028;11JUL2013:00:00:00;B;31DEC9999:00:00:00;40
1029__11JUL2013:00:00:00;1029;11JUL2013:00:00:00;B;31DEC9999:00:00:00;100
1030__11JUL2013:00:00:00;1030;11JUL2013:00:00:00;B;31DEC9999:00:00:00;100
1031__11JUL2013:00:00:00;1031;11JUL2013:00:00:00;B;31DEC9999:00:00:00;150
1032__11JUL2013:00:00:00;1032;11JUL2013:00:00:00;B;31DEC9999:00:00:00;25
1054__11NOV2007:00:00:00;1054;11NOV2007:00:00:00;B;31DEC9999:00:00:00;70
1101__30MAR1997:00:00:00;1101;30MAR1997:00:00:00;B;31DEC9999:00:00:00;100
1102__01JAN1996:00:00:00;1102;01JAN1996:00:00:00;B;31DEC9999:00:00:00;25
1103__01JAN1996:00:00:00;1103;01JAN1996:00:00:00;B;31DEC9999:00:00:00;300
1104__04JUL2006:00:00:00;1104;04JUL2006:00:00:00;B;18JAN2010:00:00:00;35
1104__19JAN2010:00:00:00;1104;19JAN2010:00:00:00;B;10FEB2011:00:00:00;34
1104__11FEB2011:00:00:00;1104;11FEB2011:00:00:00;B;30JAN2012:00:00:00;32
1104__31JAN2012:00:00:00;1104;31JAN2012:00:00:00;B;12APR2014:00:00:00;31
1104__13APR2014:00:00:00;1104;13APR2014:00:00:00;B;31MAR2017:00:00:00;29
1104__01APR2017:00:00:00;1104;01APR2017:00:00:00;B;13APR2018:00:00:00;27
1105__01JAN1996:00:00:00;1105;01JAN1996:00:00:00;B;31DEC9999:00:00:00;100
1106__01JAN1996:00:00:00;1106;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50
1107__04JUL2006:00:00:00;1107;04JUL2006:00:00:00;B;07FEB2009:00:00:00;20
1107__08FEB2009:00:00:00;1107;08FEB2009:00:00:00;B;17JUN2011:00:00:00;15
1107__18JUN2011:00:00:00;1107;18JUN2011:00:00:00;B;31DEC9999:00:00:00;15
1109__30MAR1997:00:00:00;1109;30MAR1997:00:00:00;B;18JAN2010:00:00:00;25
1109__19JAN2010:00:00:00;1109;19JAN2010:00:00:00;B;10FEB2011:00:00:00;22
1109__11FEB2011:00:00:00;1109;11FEB2011:00:00:00;B;31MAR2019:00:00:00;20
1110__01JAN1996:00:00:00;1110;01JAN1996:00:00:00;B;31DEC9999:00:00:00;20
1111__01JAN1996:00:00:00;1111;01JAN1996:00:00:00;B;31DEC9999:00:00:00;20
1112__01JAN1996:00:00:00;1112;01JAN1996:00:00:00;B;31DEC9999:00:00:00;30
1113__30MAR1997:00:00:00;1113;30MAR1997:00:00:00;B;31DEC9999:00:00:00;60
1114__30MAR1997:00:00:00;1114;30MAR1997:00:00:00;B;31DEC9999:00:00:00;60
1115__01JAN1996:00:00:00;1115;01JAN1996:00:00:00;B;31DEC9999:00:00:00;30
1116__01JAN1996:00:00:00;1116;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50
1117__01JAN1996:00:00:00;1117;01JAN1996:00:00:00;B;31DEC9999:00:00:00;20
1118__01JAN1996:00:00:00;1118;01JAN1996:00:00:00;B;31DEC9999:00:00:00;20
1119__01JAN1996:00:00:00;1119;01JAN1996:00:00:00;B;31DEC9999:00:00:00;80
1120__01JAN1996:00:00:00;1120;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120
1122__01JAN1996:00:00:00;1122;01JAN1996:00:00:00;B;31DEC9999:00:00:00;80
1123__01JAN1996:00:00:00;1123;01JAN1996:00:00:00;B;31DEC9999:00:00:00;60
1124__01JAN1996:00:00:00;1124;01JAN1996:00:00:00;B;18JAN2010:00:00:00;10
1124__19JAN2010:00:00:00;1124;19JAN2010:00:00:00;B;13APR2018:00:00:00;7
1125__30JUL1997:00:00:00;1125;30JUL1997:00:00:00;B;08MAY2019:00:00:00;100
1126__30JUL1997:00:00:00;1126;30JUL1997:00:00:00;B;08MAY2019:00:00:00;100
1127__11NOV2007:00:00:00;1127;11NOV2007:00:00:00;B;10JUL2013:00:00:00;20
1127__11JUL2013:00:00:00;1127;11JUL2013:00:00:00;B;13APR2018:00:00:00;20
1128__29JUL2003:00:00:00;1128;29JUL2003:00:00:00;B;07FEB2009:00:00:00;60
1128__08FEB2009:00:00:00;1128;08FEB2009:00:00:00;B;10JUL2013:00:00:00;50
1128__11JUL2013:00:00:00;1128;11JUL2013:00:00:00;B;13APR2018:00:00:00;50
1131__12JUL1999:00:00:00;1131;12JUL1999:00:00:00;B;31DEC9999:00:00:00;65
1132__13FEB2004:00:00:00;1132;13FEB2004:00:00:00;B;07FEB2009:00:00:00;90
1132__08FEB2009:00:00:00;1132;08FEB2009:00:00:00;B;31MAR2017:00:00:00;80
1132__01APR2017:00:00:00;1132;01APR2017:00:00:00;B;31DEC9999:00:00:00;70
1133__11DEC2005:00:00:00;1133;11DEC2005:00:00:00;B;07FEB2009:00:00:00;35
1133__08FEB2009:00:00:00;1133;08FEB2009:00:00:00;B;18JAN2010:00:00:00;31
1133__19JAN2010:00:00:00;1133;19JAN2010:00:00:00;B;10FEB2011:00:00:00;28
1133__11FEB2011:00:00:00;1133;11FEB2011:00:00:00;B;30JAN2012:00:00:00;24
1133__31JAN2012:00:00:00;1133;31JAN2012:00:00:00;B;18SEP2019:00:00:00;15
1134__28JAN2004:00:00:00;1134;28JAN2004:00:00:00;B;07FEB2009:00:00:00;100
1134__08FEB2009:00:00:00;1134;08FEB2009:00:00:00;B;10FEB2011:00:00:00;90
1134__11FEB2011:00:00:00;1134;11FEB2011:00:00:00;B;12APR2014:00:00:00;85
1134__13APR2014:00:00:00;1134;13APR2014:00:00:00;B;31MAR2017:00:00:00;83
1134__01APR2017:00:00:00;1134;01APR2017:00:00:00;B;31DEC9999:00:00:00;80
1135__28JAN2004:00:00:00;1135;28JAN2004:00:00:00;B;07FEB2009:00:00:00;100
1135__08FEB2009:00:00:00;1135;08FEB2009:00:00:00;B;18JAN2010:00:00:00;90
1135__19JAN2010:00:00:00;1135;19JAN2010:00:00:00;B;19APR2016:00:00:00;80
1135__20APR2016:00:00:00;1135;20APR2016:00:00:00;B;31MAR2017:00:00:00;78
1135__01APR2017:00:00:00;1135;01APR2017:00:00:00;B;13APR2018:00:00:00;75
1136__28JAN2004:00:00:00;1136;28JAN2004:00:00:00;B;07FEB2009:00:00:00;80
1136__08FEB2009:00:00:00;1136;08FEB2009:00:00:00;B;31MAR2019:00:00:00;70
1137__28JAN2004:00:00:00;1137;28JAN2004:00:00:00;B;07FEB2009:00:00:00;70
1137__08FEB2009:00:00:00;1137;08FEB2009:00:00:00;B;31DEC9999:00:00:00;65
1138__28JAN2004:00:00:00;1138;28JAN2004:00:00:00;B;07FEB2009:00:00:00;100
1138__08FEB2009:00:00:00;1138;08FEB2009:00:00:00;B;19APR2016:00:00:00;90
1138__20APR2016:00:00:00;1138;20APR2016:00:00:00;B;31DEC9999:00:00:00;85
1139__11NOV2007:00:00:00;1139;11NOV2007:00:00:00;B;07FEB2009:00:00:00;100
1139__08FEB2009:00:00:00;1139;08FEB2009:00:00:00;B;18JAN2010:00:00:00;90
1139__19JAN2010:00:00:00;1139;19JAN2010:00:00:00;B;10FEB2011:00:00:00;80
1139__11FEB2011:00:00:00;1139;11FEB2011:00:00:00;B;30JAN2012:00:00:00;75
1139__31JAN2012:00:00:00;1139;31JAN2012:00:00:00;B;16APR2013:00:00:00;65
1139__17APR2013:00:00:00;1139;17APR2013:00:00:00;B;12APR2014:00:00:00;49
1139__13APR2014:00:00:00;1139;13APR2014:00:00:00;B;03SEP2014:00:00:00;42
1139__04SEP2014:00:00:00;1139;04SEP2014:00:00:00;B;19APR2016:00:00:00;42
1139__20APR2016:00:00:00;1139;20APR2016:00:00:00;B;31MAR2017:00:00:00;40
1139__01APR2017:00:00:00;1139;01APR2017:00:00:00;B;13APR2018:00:00:00;39
1140__02AUG2002:00:00:00;1140;02AUG2002:00:00:00;B;19APR2016:00:00:00;35
1140__20APR2016:00:00:00;1140;20APR2016:00:00:00;B;13APR2018:00:00:00;34
1141__05AUG1997:00:00:00;1141;05AUG1997:00:00:00;B;07FEB2009:00:00:00;50
1141__08FEB2009:00:00:00;1141;08FEB2009:00:00:00;B;10FEB2011:00:00:00;45
1141__11FEB2011:00:00:00;1141;11FEB2011:00:00:00;B;30JAN2012:00:00:00;42
1141__31JAN2012:00:00:00;1141;31JAN2012:00:00:00;B;12APR2014:00:00:00;40
1141__13APR2014:00:00:00;1141;13APR2014:00:00:00;B;13APR2018:00:00:00;39
1145__01DEC1998:00:00:00;1145;01DEC1998:00:00:00;B;12APR2014:00:00:00;40
1145__13APR2014:00:00:00;1145;13APR2014:00:00:00;B;19APR2016:00:00:00;39
1145__20APR2016:00:00:00;1145;20APR2016:00:00:00;B;13APR2018:00:00:00;34
1146__01JAN1996:00:00:00;1146;01JAN1996:00:00:00;B;31DEC9999:00:00:00;15
1149__28FEB2002:00:00:00;1149;28FEB2002:00:00:00;B;31DEC9999:00:00:00;20
1150__28FEB2002:00:00:00;1150;28FEB2002:00:00:00;B;12APR2014:00:00:00;100
1150__13APR2014:00:00:00;1150;13APR2014:00:00:00;B;31DEC9999:00:00:00;95
1151__01JAN1996:00:00:00;1151;01JAN1996:00:00:00;B;31DEC9999:00:00:00;15
1152__01JAN1996:00:00:00;1152;01JAN1996:00:00:00;B;31DEC9999:00:00:00;35
1153__01JAN1996:00:00:00;1153;01JAN1996:00:00:00;B;31DEC9999:00:00:00;15
1154__01JAN1996:00:00:00;1154;01JAN1996:00:00:00;B;31DEC9999:00:00:00;15
1155__01JAN1996:00:00:00;1155;01JAN1996:00:00:00;B;31DEC9999:00:00:00;20
1156__11JUL1999:00:00:00;1156;11JUL1999:00:00:00;B;31DEC9999:00:00:00;20
1180__01JAN1996:00:00:00;1180;01JAN1996:00:00:00;B;07FEB2009:00:00:00;400
1180__08FEB2009:00:00:00;1180;08FEB2009:00:00:00;B;31DEC9999:00:00:00;380
1181__01JAN1996:00:00:00;1181;01JAN1996:00:00:00;B;31DEC9999:00:00:00;700
1183__12OCT1997:00:00:00;1183;12OCT1997:00:00:00;B;31DEC9999:00:00:00;70
1200__28JAN2004:00:00:00;1200;28JAN2004:00:00:00;B;10FEB2011:00:00:00;50
1200__11FEB2011:00:00:00;1200;11FEB2011:00:00:00;B;31DEC9999:00:00:00;40
1201__28JAN2004:00:00:00;1201;28JAN2004:00:00:00;B;10FEB2011:00:00:00;55
1201__11FEB2011:00:00:00;1201;11FEB2011:00:00:00;B;13APR2018:00:00:00;51
1202__28JAN2004:00:00:00;1202;28JAN2004:00:00:00;B;10FEB2011:00:00:00;55
1202__11FEB2011:00:00:00;1202;11FEB2011:00:00:00;B;13APR2018:00:00:00;51
1203__28JAN2004:00:00:00;1203;28JAN2004:00:00:00;B;31MAR2019:00:00:00;80
1204__28JAN2004:00:00:00;1204;28JAN2004:00:00:00;B;10FEB2011:00:00:00;55
1204__11FEB2011:00:00:00;1204;11FEB2011:00:00:00;B;13APR2018:00:00:00;51
1205__28JAN2004:00:00:00;1205;28JAN2004:00:00:00;B;10FEB2011:00:00:00;55
1205__11FEB2011:00:00:00;1205;11FEB2011:00:00:00;B;13APR2018:00:00:00;51
1206__28JAN2004:00:00:00;1206;28JAN2004:00:00:00;B;18JAN2010:00:00:00;55
1206__19JAN2010:00:00:00;1206;19JAN2010:00:00:00;B;10FEB2011:00:00:00;50
1206__11FEB2011:00:00:00;1206;11FEB2011:00:00:00;B;16APR2013:00:00:00;45
1206__17APR2013:00:00:00;1206;17APR2013:00:00:00;B;31MAR2017:00:00:00;33
1206__01APR2017:00:00:00;1206;01APR2017:00:00:00;B;13APR2018:00:00:00;28
1207__28JAN2004:00:00:00;1207;28JAN2004:00:00:00;B;18JAN2010:00:00:00;55
1207__19JAN2010:00:00:00;1207;19JAN2010:00:00:00;B;10FEB2011:00:00:00;50
1207__11FEB2011:00:00:00;1207;11FEB2011:00:00:00;B;16APR2013:00:00:00;45
1207__17APR2013:00:00:00;1207;17APR2013:00:00:00;B;31MAR2017:00:00:00;33
1207__01APR2017:00:00:00;1207;01APR2017:00:00:00;B;13APR2018:00:00:00;28
1208__28JAN2004:00:00:00;1208;28JAN2004:00:00:00;B;07FEB2009:00:00:00;55
1208__08FEB2009:00:00:00;1208;08FEB2009:00:00:00;B;18JAN2010:00:00:00;51
1208__19JAN2010:00:00:00;1208;19JAN2010:00:00:00;B;30JAN2012:00:00:00;45
1208__31JAN2012:00:00:00;1208;31JAN2012:00:00:00;B;16APR2013:00:00:00;36
1208__17APR2013:00:00:00;1208;17APR2013:00:00:00;B;12APR2014:00:00:00;32
1208__13APR2014:00:00:00;1208;13APR2014:00:00:00;B;19APR2016:00:00:00;31
1208__20APR2016:00:00:00;1208;20APR2016:00:00:00;B;31MAR2017:00:00:00;30
1208__01APR2017:00:00:00;1208;01APR2017:00:00:00;B;13APR2018:00:00:00;28
1209__28JAN2004:00:00:00;1209;28JAN2004:00:00:00;B;18JAN2010:00:00:00;100
1209__19JAN2010:00:00:00;1209;19JAN2010:00:00:00;B;10FEB2011:00:00:00;85
1209__11FEB2011:00:00:00;1209;11FEB2011:00:00:00;B;16APR2013:00:00:00;75
1209__17APR2013:00:00:00;1209;17APR2013:00:00:00;B;12APR2014:00:00:00;60
1209__13APR2014:00:00:00;1209;13APR2014:00:00:00;B;31MAR2017:00:00:00;58
1209__01APR2017:00:00:00;1209;01APR2017:00:00:00;B;13APR2018:00:00:00;55
1210__28JAN2004:00:00:00;1210;28JAN2004:00:00:00;B;18JAN2010:00:00:00;100
1210__19JAN2010:00:00:00;1210;19JAN2010:00:00:00;B;10FEB2011:00:00:00;85
1210__11FEB2011:00:00:00;1210;11FEB2011:00:00:00;B;16APR2013:00:00:00;75
1210__17APR2013:00:00:00;1210;17APR2013:00:00:00;B;12APR2014:00:00:00;60
1210__13APR2014:00:00:00;1210;13APR2014:00:00:00;B;31MAR2017:00:00:00;58
1210__01APR2017:00:00:00;1210;01APR2017:00:00:00;B;13APR2018:00:00:00;54
1211__28JAN2004:00:00:00;1211;28JAN2004:00:00:00;B;07FEB2009:00:00:00;100
1211__08FEB2009:00:00:00;1211;08FEB2009:00:00:00;B;18JAN2010:00:00:00;91
1211__19JAN2010:00:00:00;1211;19JAN2010:00:00:00;B;10FEB2011:00:00:00;80
1211__11FEB2011:00:00:00;1211;11FEB2011:00:00:00;B;30JAN2012:00:00:00;77
1211__31JAN2012:00:00:00;1211;31JAN2012:00:00:00;B;16APR2013:00:00:00;74
1211__17APR2013:00:00:00;1211;17APR2013:00:00:00;B;12APR2014:00:00:00;60
1211__13APR2014:00:00:00;1211;13APR2014:00:00:00;B;31MAR2017:00:00:00;58
1211__01APR2017:00:00:00;1211;01APR2017:00:00:00;B;13APR2018:00:00:00;54
1212__28JAN2004:00:00:00;1212;28JAN2004:00:00:00;B;07FEB2009:00:00:00;145
1212__08FEB2009:00:00:00;1212;08FEB2009:00:00:00;B;18JAN2010:00:00:00;130
1212__19JAN2010:00:00:00;1212;19JAN2010:00:00:00;B;10FEB2011:00:00:00;115
1212__11FEB2011:00:00:00;1212;11FEB2011:00:00:00;B;30JAN2012:00:00:00;95
1212__31JAN2012:00:00:00;1212;31JAN2012:00:00:00;B;16APR2013:00:00:00;85
1212__17APR2013:00:00:00;1212;17APR2013:00:00:00;B;12APR2014:00:00:00;75
1212__13APR2014:00:00:00;1212;13APR2014:00:00:00;B;31MAR2017:00:00:00;73
1212__01APR2017:00:00:00;1212;01APR2017:00:00:00;B;13APR2018:00:00:00;70
